x,y,HUMIDEX_FLAG,STATION_PRESSURE_FLAG,LOCAL_HOUR,RELATIVE_HUMIDITY,UTC_MONTH,TEMP,WINDCHILL_FLAG,VISIBILITY_FLAG,WIND_SPEED,WIND_SPEED_FLAG,LOCAL_DATE,DEW_POINT_TEMP,WIND_DIRECTION,PRECIP_AMOUNT_FLAG,LOCAL_YEAR,WEATHER_ENG_DESC,WEATHER_FRE_DESC,PROVINCE_CODE,UTC_DAY,UTC_YEAR,UTC_DATE,VISIBILITY,ID,STATION_PRESSURE,WIND_DIRECTION_FLAG,WINDCHILL,DEW_POINT_TEMP_FLAG,STATION_NAME,PRECIP_AMOUNT,TEMP_FLAG,RELATIVE_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,HUMIDEX,LOCAL_DAY
-79.63055555555556,43.67666666666667,,,2,71,7,18.1,,,12,,2022-07-29 02:00:00,12.8,32,,2022,NA,ND,ON,29,2022,2022-07-29T07:00:00,24.1,6158731.2022.7.29.2,99.03,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,3,71,7,17.6,,,5,,2022-07-29 03:00:00,12.2,25,,2022,NA,ND,ON,29,2022,2022-07-29T08:00:00,24.1,6158731.2022.7.29.3,99.07,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,4,82,7,15.5,,,8,,2022-07-29 04:00:00,12.6,25,,2022,Clear,Dégagé,ON,29,2022,2022-07-29T09:00:00,24.1,6158731.2022.7.29.4,99.09,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,5,87,7,15.0,,,9,,2022-07-29 05:00:00,12.9,25,,2022,NA,ND,ON,29,2022,2022-07-29T10:00:00,24.1,6158731.2022.7.29.5,99.13,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,6,86,7,16.3,,,9,,2022-07-29 06:00:00,13.9,25,,2022,NA,ND,ON,29,2022,2022-07-29T11:00:00,24.1,6158731.2022.7.29.6,99.17,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,7,69,7,19.1,,,16,,2022-07-29 07:00:00,13.4,25,,2022,Clear,Dégagé,ON,29,2022,2022-07-29T12:00:00,24.1,6158731.2022.7.29.7,99.21,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,8,60,7,21.7,,,21,,2022-07-29 08:00:00,13.8,26,,2022,NA,ND,ON,29,2022,2022-07-29T13:00:00,24.1,6158731.2022.7.29.8,99.2,,,,TORONTO INTL A,,,,6158731,7,25,29
-79.63055555555556,43.67666666666667,,,9,51,7,23.7,,,21,,2022-07-29 09:00:00,13.2,27,,2022,NA,ND,ON,29,2022,2022-07-29T14:00:00,24.1,6158731.2022.7.29.9,99.22,,,,TORONTO INTL A,,,,6158731,7,27,29
-79.63055555555556,43.67666666666667,,,10,41,7,25.2,,,26,,2022-07-29 10:00:00,11.3,28,,2022,Mainly Clear,Généralement dégagé,ON,29,2022,2022-07-29T15:00:00,24.1,6158731.2022.7.29.10,99.2,,,,TORONTO INTL A,,,,6158731,7,27,29
-79.63055555555556,43.67666666666667,,,11,37,7,25.4,,,24,,2022-07-29 11:00:00,9.8,29,,2022,NA,ND,ON,29,2022,2022-07-29T16:00:00,24.1,6158731.2022.7.29.11,99.22,,,,TORONTO INTL A,,,,6158731,7,27,29
-79.63055555555556,43.67666666666667,,,12,38,7,27.0,,,20,,2022-07-29 12:00:00,11.8,27,,2022,NA,ND,ON,29,2022,2022-07-29T17:00:00,24.1,6158731.2022.7.29.12,99.21,,,,TORONTO INTL A,,,,6158731,7,29,29
-79.63055555555556,43.67666666666667,,,13,35,7,27.4,,,35,,2022-07-29 13:00:00,10.7,27,,2022,Mainly Clear,Généralement dégagé,ON,29,2022,2022-07-29T18:00:00,24.1,6158731.2022.7.29.13,99.22,,,,TORONTO INTL A,,,,6158731,7,29,29
-79.63055555555556,43.67666666666667,,,14,33,7,27.9,,,33,,2022-07-29 14:00:00,10.3,28,,2022,NA,ND,ON,29,2022,2022-07-29T19:00:00,24.1,6158731.2022.7.29.14,99.19,,,,TORONTO INTL A,,,,6158731,7,29,29
-79.63055555555556,43.67666666666667,,,15,36,7,26.7,,,26,,2022-07-29 15:00:00,10.7,26,,2022,NA,ND,ON,29,2022,2022-07-29T20:00:00,24.1,6158731.2022.7.29.15,99.18,,,,TORONTO INTL A,,,,6158731,7,28,29
-79.63055555555556,43.67666666666667,,,16,35,7,27.4,,,30,,2022-07-29 16:00:00,10.9,30,,2022,Mainly Clear,Généralement dégagé,ON,29,2022,2022-07-29T21:00:00,24.1,6158731.2022.7.29.16,99.15,,,,TORONTO INTL A,,,,6158731,7,29,29
-79.63055555555556,43.67666666666667,,,17,39,7,25.6,,,26,,2022-07-29 17:00:00,11.0,28,,2022,NA,ND,ON,29,2022,2022-07-29T22:00:00,24.1,6158731.2022.7.29.17,99.18,,,,TORONTO INTL A,,,,6158731,7,27,29
-79.63055555555556,43.67666666666667,,,18,36,7,25.7,,,32,,2022-07-29 18:00:00,10.0,29,,2022,NA,ND,ON,29,2022,2022-07-29T23:00:00,24.1,6158731.2022.7.29.18,99.21,,,,TORONTO INTL A,,,,6158731,7,27,29
-79.63055555555556,43.67666666666667,,,19,43,7,24.5,,,24,,2022-07-29 19:00:00,11.4,30,,2022,Mainly Clear,Généralement dégagé,ON,30,2022,2022-07-30T00:00:00,24.1,6158731.2022.7.29.19,99.26,,,,TORONTO INTL A,,,,6158731,7,26,29
-79.63055555555556,43.67666666666667,,,20,46,7,23.4,,,19,,2022-07-29 20:00:00,11.3,31,,2022,NA,ND,ON,30,2022,2022-07-30T01:00:00,24.1,6158731.2022.7.29.20,99.31,,,,TORONTO INTL A,,,,6158731,7,25,29
-79.63055555555556,43.67666666666667,,,21,47,7,23.0,,,18,,2022-07-29 21:00:00,11.1,31,,2022,NA,ND,ON,30,2022,2022-07-30T02:00:00,24.1,6158731.2022.7.29.21,99.41,,,,TORONTO INTL A,,,,6158731,7,25,29
-79.63055555555556,43.67666666666667,,,22,53,7,21.6,,,14,,2022-07-29 22:00:00,11.7,28,,2022,Mostly Cloudy,Généralement nuageux,ON,30,2022,2022-07-30T03:00:00,24.1,6158731.2022.7.29.22,99.45,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,23,61,7,20.9,,,28,,2022-07-29 23:00:00,13.3,32,,2022,NA,ND,ON,30,2022,2022-07-30T04:00:00,24.1,6158731.2022.7.29.23,99.5,,,,TORONTO INTL A,,,,6158731,7,,29
-79.63055555555556,43.67666666666667,,,0,67,7,19.3,,,24,,2022-07-30 00:00:00,13.1,31,,2022,NA,ND,ON,30,2022,2022-07-30T05:00:00,24.1,6158731.2022.7.30.0,99.54,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,1,70,7,18.7,,,22,,2022-07-30 01:00:00,13.2,31,,2022,Clear,Dégagé,ON,30,2022,2022-07-30T06:00:00,24.1,6158731.2022.7.30.1,99.54,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,2,80,7,17.2,,,18,,2022-07-30 02:00:00,13.8,28,,2022,NA,ND,ON,30,2022,2022-07-30T07:00:00,24.1,6158731.2022.7.30.2,99.57,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,3,86,7,16.6,,,11,,2022-07-30 03:00:00,14.3,28,,2022,NA,ND,ON,30,2022,2022-07-30T08:00:00,24.1,6158731.2022.7.30.3,99.65,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,4,92,7,15.8,,,16,,2022-07-30 04:00:00,14.5,26,,2022,Clear,Dégagé,ON,30,2022,2022-07-30T09:00:00,24.1,6158731.2022.7.30.4,99.66,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,5,90,7,15.7,,,14,,2022-07-30 05:00:00,14.1,28,,2022,NA,ND,ON,30,2022,2022-07-30T10:00:00,24.1,6158731.2022.7.30.5,99.72,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,6,80,7,17.3,,,17,,2022-07-30 06:00:00,13.8,31,,2022,NA,ND,ON,30,2022,2022-07-30T11:00:00,24.1,6158731.2022.7.30.6,99.79,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,7,72,7,18.8,,,22,,2022-07-30 07:00:00,13.8,30,,2022,Mainly Clear,Généralement dégagé,ON,30,2022,2022-07-30T12:00:00,24.1,6158731.2022.7.30.7,99.88,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,8,64,7,20.4,,,23,,2022-07-30 08:00:00,13.5,30,,2022,NA,ND,ON,30,2022,2022-07-30T13:00:00,24.1,6158731.2022.7.30.8,99.93,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,9,61,7,21.3,,,19,,2022-07-30 09:00:00,13.5,32,,2022,NA,ND,ON,30,2022,2022-07-30T14:00:00,24.1,6158731.2022.7.30.9,99.99,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,10,57,7,22.3,,,20,,2022-07-30 10:00:00,13.6,30,,2022,Mostly Cloudy,Généralement nuageux,ON,30,2022,2022-07-30T15:00:00,24.1,6158731.2022.7.30.10,100.0,,,,TORONTO INTL A,,,,6158731,7,25,30
-79.63055555555556,43.67666666666667,,,11,54,7,22.7,,,17,,2022-07-30 11:00:00,13.2,31,,2022,NA,ND,ON,30,2022,2022-07-30T16:00:00,24.1,6158731.2022.7.30.11,100.03,,,,TORONTO INTL A,,,,6158731,7,26,30
-79.63055555555556,43.67666666666667,,,12,51,7,23.8,,,19,,2022-07-30 12:00:00,13.3,29,,2022,NA,ND,ON,30,2022,2022-07-30T17:00:00,24.1,6158731.2022.7.30.12,100.01,,,,TORONTO INTL A,,,,6158731,7,27,30
-79.63055555555556,43.67666666666667,,,13,46,7,24.9,,,13,,2022-07-30 13:00:00,12.5,30,,2022,Mostly Cloudy,Généralement nuageux,ON,30,2022,2022-07-30T18:00:00,24.1,6158731.2022.7.30.13,99.99,,,,TORONTO INTL A,,,,6158731,7,27,30
-79.63055555555556,43.67666666666667,,,14,47,7,25.2,,,16,,2022-07-30 14:00:00,13.2,30,,2022,NA,ND,ON,30,2022,2022-07-30T19:00:00,24.1,6158731.2022.7.30.14,99.98,,,,TORONTO INTL A,,,,6158731,7,28,30
-79.63055555555556,43.67666666666667,,,15,44,7,26.2,,,17,,2022-07-30 15:00:00,13.1,29,,2022,NA,ND,ON,30,2022,2022-07-30T20:00:00,24.1,6158731.2022.7.30.15,99.96,,,,TORONTO INTL A,,,,6158731,7,29,30
-79.63055555555556,43.67666666666667,,,16,43,7,26.5,,,21,,2022-07-30 16:00:00,12.9,28,,2022,Mainly Clear,Généralement dégagé,ON,30,2022,2022-07-30T21:00:00,24.1,6158731.2022.7.30.16,99.95,,,,TORONTO INTL A,,,,6158731,7,29,30
-79.63055555555556,43.67666666666667,,,17,44,7,26.6,,,24,,2022-07-30 17:00:00,13.4,30,,2022,NA,ND,ON,30,2022,2022-07-30T22:00:00,24.1,6158731.2022.7.30.17,99.97,,,,TORONTO INTL A,,,,6158731,7,30,30
-79.63055555555556,43.67666666666667,,,18,45,7,25.5,,,22,,2022-07-30 18:00:00,13.0,29,,2022,NA,ND,ON,30,2022,2022-07-30T23:00:00,24.1,6158731.2022.7.30.18,99.99,,,,TORONTO INTL A,,,,6158731,7,28,30
-79.63055555555556,43.67666666666667,,,19,48,7,24.4,,,15,,2022-07-30 19:00:00,12.9,29,,2022,Clear,Dégagé,ON,31,2022,2022-07-31T00:00:00,24.1,6158731.2022.7.30.19,100.02,,,,TORONTO INTL A,,,,6158731,7,27,30
-79.63055555555556,43.67666666666667,,,20,51,7,23.3,,,17,,2022-07-30 20:00:00,12.9,30,,2022,NA,ND,ON,31,2022,2022-07-31T01:00:00,24.1,6158731.2022.7.30.20,100.03,,,,TORONTO INTL A,,,,6158731,7,26,30
-79.63055555555556,43.67666666666667,,,21,54,7,22.7,,,16,,2022-07-30 21:00:00,13.1,31,,2022,NA,ND,ON,31,2022,2022-07-31T02:00:00,24.1,6158731.2022.7.30.21,100.05,,,,TORONTO INTL A,,,,6158731,7,26,30
-79.63055555555556,43.67666666666667,,,22,57,7,22.1,,,9,,2022-07-30 22:00:00,13.2,31,,2022,Clear,Dégagé,ON,31,2022,2022-07-31T03:00:00,24.1,6158731.2022.7.30.22,100.05,,,,TORONTO INTL A,,,,6158731,7,25,30
-79.63055555555556,43.67666666666667,,,23,62,7,20.6,,,6,,2022-07-30 23:00:00,13.2,25,,2022,NA,ND,ON,31,2022,2022-07-31T04:00:00,24.1,6158731.2022.7.30.23,100.07,,,,TORONTO INTL A,,,,6158731,7,,30
-79.63055555555556,43.67666666666667,,,0,65,7,20.0,,,7,,2022-07-31 00:00:00,13.3,24,,2022,NA,ND,ON,31,2022,2022-07-31T05:00:00,24.1,6158731.2022.7.31.0,100.1,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,1,72,7,18.6,,,8,,2022-07-31 01:00:00,13.6,27,,2022,Clear,Dégagé,ON,31,2022,2022-07-31T06:00:00,24.1,6158731.2022.7.31.1,100.09,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,2,75,7,18.4,,,10,,2022-07-31 02:00:00,14.0,24,,2022,NA,ND,ON,31,2022,2022-07-31T07:00:00,24.1,6158731.2022.7.31.2,100.11,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,3,90,7,17.1,,,8,,2022-07-31 03:00:00,15.5,26,,2022,NA,ND,ON,31,2022,2022-07-31T08:00:00,24.1,6158731.2022.7.31.3,100.1,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,4,90,7,17.6,,,3,,2022-07-31 04:00:00,15.9,26,,2022,Clear,Dégagé,ON,31,2022,2022-07-31T09:00:00,24.1,6158731.2022.7.31.4,100.08,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,5,90,7,17.7,,,4,,2022-07-31 05:00:00,16.1,28,,2022,NA,ND,ON,31,2022,2022-07-31T10:00:00,24.1,6158731.2022.7.31.5,100.08,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,6,85,7,18.9,,,7,,2022-07-31 06:00:00,16.3,28,,2022,NA,ND,ON,31,2022,2022-07-31T11:00:00,24.1,6158731.2022.7.31.6,100.06,,,,TORONTO INTL A,,,,6158731,7,,31
-79.63055555555556,43.67666666666667,,,7,67,7,21.6,,,9,,2022-07-31 07:00:00,15.4,24,,2022,Mostly Cloudy,Généralement nuageux,ON,31,2022,2022-07-31T12:00:00,24.1,6158731.2022.7.31.7,100.06,,,,TORONTO INTL A,,,,6158731,7,26,31
-79.63055555555556,43.67666666666667,,,8,58,7,23.6,,,10,,2022-07-31 08:00:00,15.1,22,,2022,NA,ND,ON,31,2022,2022-07-31T13:00:00,24.1,6158731.2022.7.31.8,100.04,,,,TORONTO INTL A,,,,6158731,7,28,31
-79.63055555555556,43.67666666666667,,,9,65,7,23.4,,,14,,2022-07-31 09:00:00,16.6,14,,2022,NA,ND,ON,31,2022,2022-07-31T14:00:00,24.1,6158731.2022.7.31.9,100.02,,,,TORONTO INTL A,,,,6158731,7,28,31
-79.63055555555556,43.67666666666667,,,10,62,7,24.4,,,14,,2022-07-31 10:00:00,16.9,15,,2022,Mostly Cloudy,Généralement nuageux,ON,31,2022,2022-07-31T15:00:00,24.1,6158731.2022.7.31.10,100.0,,,,TORONTO INTL A,,,,6158731,7,30,31
-79.63055555555556,43.67666666666667,,,11,55,7,26.4,,,19,,2022-07-31 11:00:00,16.6,15,,2022,NA,ND,ON,31,2022,2022-07-31T16:00:00,24.1,6158731.2022.7.31.11,99.92,,,,TORONTO INTL A,,,,6158731,7,31,31
-79.63055555555556,43.67666666666667,,,12,54,7,26.4,,,23,,2022-07-31 12:00:00,16.5,17,,2022,NA,ND,ON,31,2022,2022-07-31T17:00:00,24.1,6158731.2022.7.31.12,99.87,,,,TORONTO INTL A,,,,6158731,7,31,31
-79.63055555555556,43.67666666666667,,,13,50,7,27.6,,,22,,2022-07-31 13:00:00,16.5,17,,2022,Mostly Cloudy,Généralement nuageux,ON,31,2022,2022-07-31T18:00:00,24.1,6158731.2022.7.31.13,99.82,,,,TORONTO INTL A,,,,6158731,7,33,31
-79.63055555555556,43.67666666666667,,,14,52,7,27.0,,,22,,2022-07-31 14:00:00,16.4,17,,2022,NA,ND,ON,31,2022,2022-07-31T19:00:00,24.1,6158731.2022.7.31.14,99.79,,,,TORONTO INTL A,,,,6158731,7,32,31
-79.63055555555556,43.67666666666667,,,15,50,7,27.7,,,24,,2022-07-31 15:00:00,16.5,16,,2022,NA,ND,ON,31,2022,2022-07-31T20:00:00,24.1,6158731.2022.7.31.15,99.74,,,,TORONTO INTL A,,,,6158731,7,33,31
-79.63055555555556,43.67666666666667,,,16,48,7,27.3,,,25,,2022-07-31 16:00:00,15.4,17,,2022,Mainly Clear,Généralement dégagé,ON,31,2022,2022-07-31T21:00:00,24.1,6158731.2022.7.31.16,99.7,,,,TORONTO INTL A,,,,6158731,7,32,31
-79.63055555555556,43.67666666666667,,,17,46,7,27.4,,,17,,2022-07-31 17:00:00,14.9,16,,2022,NA,ND,ON,31,2022,2022-07-31T22:00:00,24.1,6158731.2022.7.31.17,99.64,,,,TORONTO INTL A,,,,6158731,7,31,31
-79.63055555555556,43.67666666666667,,,18,47,7,26.8,,,14,,2022-07-31 18:00:00,14.6,17,,2022,NA,ND,ON,31,2022,2022-07-31T23:00:00,24.1,6158731.2022.7.31.18,99.59,,,,TORONTO INTL A,,,,6158731,7,31,31
-79.63055555555556,43.67666666666667,,,19,47,8,25.6,,,17,,2022-07-31 19:00:00,13.7,17,,2022,Clear,Dégagé,ON,1,2022,2022-08-01T00:00:00,24.1,6158731.2022.7.31.19,99.58,,,,TORONTO INTL A,,,,6158731,7,29,31
-79.63055555555556,43.67666666666667,,,20,53,8,24.2,,,9,,2022-07-31 20:00:00,14.2,16,,2022,NA,ND,ON,1,2022,2022-08-01T01:00:00,24.1,6158731.2022.7.31.20,99.55,,,,TORONTO INTL A,,,,6158731,7,28,31
-79.63055555555556,43.67666666666667,,,21,51,8,24.3,,,9,,2022-07-31 21:00:00,13.8,19,,2022,NA,ND,ON,1,2022,2022-08-01T02:00:00,24.1,6158731.2022.7.31.21,99.54,,,,TORONTO INTL A,,,,6158731,7,28,31
-79.63055555555556,43.67666666666667,,,22,56,8,23.4,,,13,,2022-07-31 22:00:00,14.3,22,,2022,Clear,Dégagé,ON,1,2022,2022-08-01T03:00:00,24.1,6158731.2022.7.31.22,99.51,,,,TORONTO INTL A,,,,6158731,7,27,31
-79.63055555555556,43.67666666666667,,,23,60,8,22.3,,,7,,2022-07-31 23:00:00,14.2,20,,2022,NA,ND,ON,1,2022,2022-08-01T04:00:00,24.1,6158731.2022.7.31.23,99.48,,,,TORONTO INTL A,,,,6158731,7,26,31
-79.63055555555556,43.67666666666667,,,0,62,8,22.0,,,7,,2022-08-01 00:00:00,14.4,18,,2022,NA,ND,ON,1,2022,2022-08-01T05:00:00,24.1,6158731.2022.8.1.0,99.47,,,,TORONTO INTL A,,,,6158731,8,26,1
-79.63055555555556,43.67666666666667,,,1,69,8,20.2,,,4,,2022-08-01 01:00:00,14.4,20,,2022,Clear,Dégagé,ON,1,2022,2022-08-01T06:00:00,24.1,6158731.2022.8.1.1,99.44,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,2,77,8,18.9,,,6,,2022-08-01 02:00:00,14.9,26,,2022,NA,ND,ON,1,2022,2022-08-01T07:00:00,24.1,6158731.2022.8.1.2,99.4,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,3,86,8,19.4,,,3,,2022-08-01 03:00:00,16.9,24,,2022,NA,ND,ON,1,2022,2022-08-01T08:00:00,24.1,6158731.2022.8.1.3,99.34,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,4,87,8,18.9,,,4,,2022-08-01 04:00:00,16.7,16,,2022,Clear,Dégagé,ON,1,2022,2022-08-01T09:00:00,24.1,6158731.2022.8.1.4,99.33,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,5,94,8,19.1,,,8,,2022-08-01 05:00:00,18.1,20,,2022,NA,ND,ON,1,2022,2022-08-01T10:00:00,24.1,6158731.2022.8.1.5,99.32,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,6,92,8,19.6,,,5,,2022-08-01 06:00:00,18.3,16,,2022,NA,ND,ON,1,2022,2022-08-01T11:00:00,24.1,6158731.2022.8.1.6,99.29,,,,TORONTO INTL A,,,,6158731,8,,1
-79.63055555555556,43.67666666666667,,,7,90,8,20.9,,,9,,2022-08-01 07:00:00,19.2,17,,2022,Mainly Clear,Généralement dégagé,ON,1,2022,2022-08-01T12:00:00,24.1,6158731.2022.8.1.7,99.24,,,,TORONTO INTL A,,,,6158731,8,28,1
-79.63055555555556,43.67666666666667,,,8,77,8,23.3,,,6,,2022-08-01 08:00:00,19.1,19,,2022,NA,ND,ON,1,2022,2022-08-01T13:00:00,24.1,6158731.2022.8.1.8,99.19,,,,TORONTO INTL A,,,,6158731,8,30,1
-79.63055555555556,43.67666666666667,,,9,66,8,25.7,,,8,,2022-08-01 09:00:00,18.9,18,,2022,NA,ND,ON,1,2022,2022-08-01T14:00:00,24.1,6158731.2022.8.1.9,99.16,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,10,66,8,26.2,,,15,,2022-08-01 10:00:00,19.5,14,,2022,Mostly Cloudy,Généralement nuageux,ON,1,2022,2022-08-01T15:00:00,24.1,6158731.2022.8.1.10,99.11,,,,TORONTO INTL A,,,,6158731,8,33,1
-79.63055555555556,43.67666666666667,,,11,68,8,25.8,,,16,,2022-08-01 11:00:00,19.6,14,,2022,NA,ND,ON,1,2022,2022-08-01T16:00:00,24.1,6158731.2022.8.1.11,99.03,,,,TORONTO INTL A,,,,6158731,8,33,1
-79.63055555555556,43.67666666666667,,,12,63,8,27.5,,,21,,2022-08-01 12:00:00,19.8,18,,2022,NA,ND,ON,1,2022,2022-08-01T17:00:00,24.1,6158731.2022.8.1.12,98.98,,,,TORONTO INTL A,,,,6158731,8,35,1
-79.63055555555556,43.67666666666667,,,13,56,8,28.8,,,15,,2022-08-01 13:00:00,19.3,19,,2022,Mostly Cloudy,Généralement nuageux,ON,1,2022,2022-08-01T18:00:00,24.1,6158731.2022.8.1.13,98.91,,,,TORONTO INTL A,,,,6158731,8,36,1
-79.63055555555556,43.67666666666667,,,14,49,8,28.5,,,26,,2022-08-01 14:00:00,17.0,21,,2022,NA,ND,ON,1,2022,2022-08-01T19:00:00,24.1,6158731.2022.8.1.14,98.83,,,,TORONTO INTL A,,,,6158731,8,34,1
-79.63055555555556,43.67666666666667,,,15,48,8,28.5,,,31,,2022-08-01 15:00:00,16.6,22,,2022,NA,ND,ON,1,2022,2022-08-01T20:00:00,24.1,6158731.2022.8.1.15,98.77,,,,TORONTO INTL A,,,,6158731,8,34,1
-79.63055555555556,43.67666666666667,,,16,51,8,27.8,,,30,,2022-08-01 16:00:00,16.9,21,,2022,Mostly Cloudy,Généralement nuageux,ON,1,2022,2022-08-01T21:00:00,24.1,6158731.2022.8.1.16,98.71,,,,TORONTO INTL A,,,,6158731,8,33,1
-79.63055555555556,43.67666666666667,,,17,59,8,26.3,,,24,,2022-08-01 17:00:00,17.9,21,,2022,Rain Showers,Averses de pluie,ON,1,2022,2022-08-01T22:00:00,24.1,6158731.2022.8.1.17,98.67,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,18,66,8,25.6,,,20,,2022-08-01 18:00:00,18.8,22,,2022,Rain Showers,Averses de pluie,ON,1,2022,2022-08-01T23:00:00,24.1,6158731.2022.8.1.18,98.68,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,19,74,8,24.5,,,12,,2022-08-01 19:00:00,19.6,19,,2022,Mostly Cloudy,Généralement nuageux,ON,2,2022,2022-08-02T00:00:00,24.1,6158731.2022.8.1.19,98.64,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,20,80,8,24.2,,,15,,2022-08-01 20:00:00,20.6,19,,2022,NA,ND,ON,2,2022,2022-08-02T01:00:00,24.1,6158731.2022.8.1.20,98.61,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,21,92,8,23.5,,,21,,2022-08-01 21:00:00,22.2,21,,2022,NA,ND,ON,2,2022,2022-08-02T02:00:00,24.1,6158731.2022.8.1.21,98.65,,,,TORONTO INTL A,,,,6158731,8,33,1
-79.63055555555556,43.67666666666667,,,22,100,8,22.4,,,7,,2022-08-01 22:00:00,22.4,20,,2022,Mainly Clear,Généralement dégagé,ON,2,2022,2022-08-02T03:00:00,19.3,6158731.2022.8.1.22,98.59,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,23,100,8,22.3,,,10,,2022-08-01 23:00:00,22.3,29,,2022,NA,ND,ON,2,2022,2022-08-02T04:00:00,24.1,6158731.2022.8.1.23,98.58,,,,TORONTO INTL A,,,,6158731,8,32,1
-79.63055555555556,43.67666666666667,,,0,100,8,21.8,,,13,,2022-08-02 00:00:00,21.8,26,,2022,NA,ND,ON,2,2022,2022-08-02T05:00:00,24.1,6158731.2022.8.2.0,98.65,,,,TORONTO INTL A,,,,6158731,8,31,2
-79.63055555555556,43.67666666666667,,,1,82,8,22.5,,,23,,2022-08-02 01:00:00,19.3,31,,2022,Mostly Cloudy,Généralement nuageux,ON,2,2022,2022-08-02T06:00:00,24.1,6158731.2022.8.2.1,98.69,,,,TORONTO INTL A,,,,6158731,8,30,2
-79.63055555555556,43.67666666666667,,,2,76,8,22.1,,,22,,2022-08-02 02:00:00,17.7,31,,2022,NA,ND,ON,2,2022,2022-08-02T07:00:00,24.1,6158731.2022.8.2.2,98.71,,,,TORONTO INTL A,,,,6158731,8,28,2
-79.63055555555556,43.67666666666667,,,3,78,8,20.7,,,28,,2022-08-02 03:00:00,16.8,31,,2022,NA,ND,ON,2,2022,2022-08-02T08:00:00,24.1,6158731.2022.8.2.3,98.75,,,,TORONTO INTL A,,,,6158731,8,26,2
-79.63055555555556,43.67666666666667,,,4,78,8,20.0,,,23,,2022-08-02 04:00:00,16.1,31,,2022,Mostly Cloudy,Généralement nuageux,ON,2,2022,2022-08-02T09:00:00,24.1,6158731.2022.8.2.4,98.82,,,,TORONTO INTL A,,,,6158731,8,25,2
-79.63055555555556,43.67666666666667,,,5,80,8,19.4,,,30,,2022-08-02 05:00:00,15.8,30,,2022,NA,ND,ON,2,2022,2022-08-02T10:00:00,24.1,6158731.2022.8.2.5,98.91,,,,TORONTO INTL A,,,,6158731,8,,2
-79.63055555555556,43.67666666666667,,,6,78,8,19.1,,,28,,2022-08-02 06:00:00,15.3,30,,2022,NA,ND,ON,2,2022,2022-08-02T11:00:00,24.1,6158731.2022.8.2.6,98.98,,,,TORONTO INTL A,,,,6158731,8,,2
