x,y,PROVINCE_CODE,TEMP_FLAG,UTC_DAY,UTC_MONTH,WINDCHILL_FLAG,RELATIVE_HUMIDITY_FLAG,WEATHER_ENG_DESC,UTC_DATE,DEW_POINT_TEMP,WINDCHILL,VISIBILITY_FLAG,HUMIDEX_FLAG,LOCAL_YEAR,VISIBILITY,WIND_SPEED_FLAG,STATION_PRESSURE_FLAG,UTC_YEAR,WIND_DIRECTION,LOCAL_HOUR,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,TEMP,ID,STATION_NAME,DEW_POINT_TEMP_FLAG,STATION_PRESSURE,WIND_DIRECTION_FLAG,LOCAL_MONTH,PRECIP_AMOUNT,LOCAL_DATE,LOCAL_DAY,CLIMATE_IDENTIFIER,WIND_SPEED,HUMIDEX,WEATHER_FRE_DESC
-79.63055555555556,43.67666666666667,ON,,16,4,,,NA,2020-04-16T20:00:00,-6.2,,,,2020,24.1,,,2020,28,15,,53,2.4,6158731.2020.4.16.15,TORONTO INTL A,,99.95,,4,,2020-04-16 15:00:00,16,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,16,4,,,Mostly Cloudy,2020-04-16T21:00:00,-5.4,,,,2020,24.1,,,2020,27,16,,52,3.5,6158731.2020.4.16.16,TORONTO INTL A,,99.96,,4,,2020-04-16 16:00:00,16,6158731,26,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,16,4,,,Snow Showers,2020-04-16T22:00:00,-6.6,,,,2020,24.1,,,2020,29,17,,54,1.7,6158731.2020.4.16.17,TORONTO INTL A,,99.99,,4,,2020-04-16 17:00:00,16,6158731,40,,Averses de neige
-79.63055555555556,43.67666666666667,ON,,16,4,,,NA,2020-04-16T23:00:00,-9.5,,,,2020,24.1,,,2020,27,18,,41,2.6,6158731.2020.4.16.18,TORONTO INTL A,,99.97,,4,,2020-04-16 18:00:00,16,6158731,22,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Mainly Clear,2020-04-17T00:00:00,-9.7,,,,2020,24.1,,,2020,26,19,,44,1.3,6158731.2020.4.16.19,TORONTO INTL A,,99.96,,4,,2020-04-16 19:00:00,16,6158731,13,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T01:00:00,-8.3,-3,,,2020,24.1,,,2020,25,20,,54,-0.1,6158731.2020.4.16.20,TORONTO INTL A,,100.02,,4,,2020-04-16 20:00:00,16,6158731,7,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T02:00:00,-7.4,,,,2020,24.1,,,2020,28,21,,52,1.4,6158731.2020.4.16.21,TORONTO INTL A,,100.15,,4,,2020-04-16 21:00:00,16,6158731,30,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Clear,2020-04-17T03:00:00,-6.0,-5,,,2020,24.1,,,2020,22,22,,68,-0.8,6158731.2020.4.16.22,TORONTO INTL A,,100.15,,4,,2020-04-16 22:00:00,16,6158731,11,,Dégagé
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T04:00:00,-6.0,-6,,,2020,24.1,,,2020,20,23,,73,-1.7,6158731.2020.4.16.23,TORONTO INTL A,,100.16,,4,,2020-04-16 23:00:00,16,6158731,13,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T05:00:00,-5.5,-4,,,2020,24.1,,,2020,28,0,,72,-1.2,6158731.2020.4.17.0,TORONTO INTL A,,100.19,,4,,2020-04-17 00:00:00,17,6158731,9,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Clear,2020-04-17T06:00:00,-5.5,-7,,,2020,24.1,,,2020,17,1,,74,-1.4,6158731.2020.4.17.1,TORONTO INTL A,,100.21,,4,,2020-04-17 01:00:00,17,6158731,17,,Dégagé
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T07:00:00,-5.5,-6,,,2020,24.1,,,2020,18,2,,75,-1.6,6158731.2020.4.17.2,TORONTO INTL A,,100.17,,4,,2020-04-17 02:00:00,17,6158731,14,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T08:00:00,-5.7,-6,,,2020,24.1,,,2020,18,3,,75,-1.9,6158731.2020.4.17.3,TORONTO INTL A,,100.12,,4,,2020-04-17 03:00:00,17,6158731,13,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Clear,2020-04-17T09:00:00,-5.6,-8,,,2020,24.1,,,2020,20,4,,78,-2.2,6158731.2020.4.17.4,TORONTO INTL A,,100.14,,4,,2020-04-17 04:00:00,17,6158731,17,,Dégagé
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T10:00:00,-5.8,-8,,,2020,24.1,,,2020,20,5,,77,-2.4,6158731.2020.4.17.5,TORONTO INTL A,,100.12,,4,,2020-04-17 05:00:00,17,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T11:00:00,-5.4,-6,,,2020,24.1,,,2020,20,6,,74,-1.4,6158731.2020.4.17.6,TORONTO INTL A,,100.15,,4,,2020-04-17 06:00:00,17,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Mostly Cloudy,2020-04-17T12:00:00,-4.7,,,,2020,24.1,,,2020,21,7,,69,0.3,6158731.2020.4.17.7,TORONTO INTL A,,100.16,,4,,2020-04-17 07:00:00,17,6158731,13,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T13:00:00,-4.7,,,,2020,24.1,,,2020,23,8,,58,2.8,6158731.2020.4.17.8,TORONTO INTL A,,100.14,,4,,2020-04-17 08:00:00,17,6158731,10,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T14:00:00,-6.9,,,,2020,24.1,,,2020,22,9,,46,3.7,6158731.2020.4.17.9,TORONTO INTL A,,100.12,,4,,2020-04-17 09:00:00,17,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Mostly Cloudy,2020-04-17T15:00:00,-8.3,,,,2020,24.1,,,2020,21,10,,38,4.6,6158731.2020.4.17.10,TORONTO INTL A,,100.02,,4,,2020-04-17 10:00:00,17,6158731,14,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T16:00:00,-9.6,,,,2020,24.1,,,2020,21,11,,34,4.9,6158731.2020.4.17.11,TORONTO INTL A,,99.94,,4,,2020-04-17 11:00:00,17,6158731,15,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T17:00:00,-9.4,,,,2020,24.1,,,2020,21,12,,33,5.7,6158731.2020.4.17.12,TORONTO INTL A,,99.84,,4,,2020-04-17 12:00:00,17,6158731,12,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Cloudy,2020-04-17T18:00:00,-11.1,,,,2020,24.1,,,2020,18,13,,29,5.6,6158731.2020.4.17.13,TORONTO INTL A,,99.72,,4,,2020-04-17 13:00:00,17,6158731,27,,Nuageux
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T19:00:00,-9.0,,,,2020,24.1,,,2020,16,14,,35,5.2,6158731.2020.4.17.14,TORONTO INTL A,,99.61,,4,,2020-04-17 14:00:00,17,6158731,35,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T20:00:00,-5.5,,,,2020,24.1,,,2020,16,15,,48,4.6,6158731.2020.4.17.15,TORONTO INTL A,,99.51,,4,,2020-04-17 15:00:00,17,6158731,33,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,Cloudy,2020-04-17T21:00:00,-3.0,,,,2020,24.1,,,2020,17,16,,61,3.8,6158731.2020.4.17.16,TORONTO INTL A,,99.44,,4,,2020-04-17 16:00:00,17,6158731,31,,Nuageux
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T22:00:00,-2.7,,,,2020,24.1,,,2020,18,17,,66,3.0,6158731.2020.4.17.17,TORONTO INTL A,,99.43,,4,,2020-04-17 17:00:00,17,6158731,31,,ND
-79.63055555555556,43.67666666666667,ON,,17,4,,,NA,2020-04-17T23:00:00,-2.6,,,,2020,24.1,,,2020,17,18,,69,2.6,6158731.2020.4.17.18,TORONTO INTL A,,99.38,,4,,2020-04-17 18:00:00,17,6158731,27,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Cloudy,2020-04-18T00:00:00,-2.2,,,,2020,24.1,,,2020,17,19,,73,2.1,6158731.2020.4.17.19,TORONTO INTL A,,99.33,,4,,2020-04-17 19:00:00,17,6158731,22,,Nuageux
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T01:00:00,-3.1,,,,2020,24.1,,,2020,19,20,,76,0.6,6158731.2020.4.17.20,TORONTO INTL A,,99.32,,4,,2020-04-17 20:00:00,17,6158731,12,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T02:00:00,-3.0,,,,2020,24.1,,,2020,18,21,,78,0.4,6158731.2020.4.17.21,TORONTO INTL A,,99.32,,4,,2020-04-17 21:00:00,17,6158731,11,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mostly Cloudy,2020-04-18T03:00:00,-2.6,,,,2020,24.1,,,2020,36,22,,78,0.9,6158731.2020.4.17.22,TORONTO INTL A,,99.27,,4,,2020-04-17 22:00:00,17,6158731,3,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T04:00:00,-3.1,,,,2020,24.1,,,2020,4,23,,78,0.3,6158731.2020.4.17.23,TORONTO INTL A,,99.22,,4,,2020-04-17 23:00:00,17,6158731,12,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T05:00:00,-2.8,-4,,,2020,24.1,,,2020,5,0,,84,-0.3,6158731.2020.4.18.0,TORONTO INTL A,,99.16,,4,,2020-04-18 00:00:00,18,6158731,11,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Clear,2020-04-18T06:00:00,-2.9,-4,,,2020,24.1,,,2020,5,1,,84,-0.5,6158731.2020.4.18.1,TORONTO INTL A,,99.14,,4,,2020-04-18 01:00:00,18,6158731,11,,Dégagé
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T07:00:00,-3.4,-5,,,2020,24.1,,,2020,17,2,,87,-1.4,6158731.2020.4.18.2,TORONTO INTL A,,99.12,,4,,2020-04-18 02:00:00,18,6158731,10,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T08:00:00,-3.1,-4,,,2020,24.1,,,2020,18,3,,85,-1.0,6158731.2020.4.18.3,TORONTO INTL A,,99.14,,4,,2020-04-18 03:00:00,18,6158731,9,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mainly Clear,2020-04-18T09:00:00,-3.2,-6,,,2020,24.1,,,2020,8,4,,86,-1.3,6158731.2020.4.18.4,TORONTO INTL A,,99.16,,4,,2020-04-18 04:00:00,18,6158731,14,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T10:00:00,-4.4,-4,,,2020,24.1,,,2020,34,5,,84,-2.1,6158731.2020.4.18.5,TORONTO INTL A,,99.16,,4,,2020-04-18 05:00:00,18,6158731,5,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T11:00:00,-3.7,-6,,,2020,24.1,,,2020,17,6,,88,-2.0,6158731.2020.4.18.6,TORONTO INTL A,,99.22,,4,,2020-04-18 06:00:00,18,6158731,11,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mainly Clear,2020-04-18T12:00:00,-2.5,-2,,,2020,24.1,,,2020,22,7,,84,-0.1,6158731.2020.4.18.7,TORONTO INTL A,,99.29,,4,,2020-04-18 07:00:00,18,6158731,5,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T13:00:00,-2.0,,,,2020,24.1,,,2020,17,8,,78,1.5,6158731.2020.4.18.8,TORONTO INTL A,,99.34,,4,,2020-04-18 08:00:00,18,6158731,13,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T14:00:00,-2.3,,,,2020,24.1,,,2020,17,9,,64,4.0,6158731.2020.4.18.9,TORONTO INTL A,,99.33,,4,,2020-04-18 09:00:00,18,6158731,21,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mainly Clear,2020-04-18T15:00:00,-4.4,,,,2020,24.1,,,2020,19,10,,47,6.2,6158731.2020.4.18.10,TORONTO INTL A,,99.32,,4,,2020-04-18 10:00:00,18,6158731,23,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T16:00:00,-4.5,,,,2020,24.1,,,2020,20,11,,46,6.3,6158731.2020.4.18.11,TORONTO INTL A,,99.3,,4,,2020-04-18 11:00:00,18,6158731,21,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T17:00:00,-5.0,,,,2020,24.1,,,2020,19,12,,40,7.8,6158731.2020.4.18.12,TORONTO INTL A,,99.19,,4,,2020-04-18 12:00:00,18,6158731,21,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mostly Cloudy,2020-04-18T18:00:00,-5.5,,,,2020,24.1,,,2020,28,13,,33,9.9,6158731.2020.4.18.13,TORONTO INTL A,,99.11,,4,,2020-04-18 13:00:00,18,6158731,28,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T19:00:00,-4.5,,,,2020,24.1,,,2020,22,14,,37,9.5,6158731.2020.4.18.14,TORONTO INTL A,,99.04,,4,,2020-04-18 14:00:00,18,6158731,21,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T20:00:00,-2.8,,,,2020,24.1,,,2020,25,15,,42,9.5,6158731.2020.4.18.15,TORONTO INTL A,,98.96,,4,,2020-04-18 15:00:00,18,6158731,17,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,Mostly Cloudy,2020-04-18T21:00:00,-1.3,,,,2020,24.1,,,2020,20,16,,47,9.4,6158731.2020.4.18.16,TORONTO INTL A,,98.91,,4,,2020-04-18 16:00:00,18,6158731,30,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T22:00:00,-1.1,,,,2020,24.1,,,2020,20,17,,47,9.7,6158731.2020.4.18.17,TORONTO INTL A,,98.87,,4,,2020-04-18 17:00:00,18,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,18,4,,,NA,2020-04-18T23:00:00,-0.7,,,,2020,24.1,,,2020,20,18,,51,8.8,6158731.2020.4.18.18,TORONTO INTL A,,98.83,,4,,2020-04-18 18:00:00,18,6158731,28,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T00:00:00,-1.2,,,,2020,24.1,,,2020,20,19,,54,7.6,6158731.2020.4.18.19,TORONTO INTL A,,98.81,,4,,2020-04-18 19:00:00,18,6158731,30,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T01:00:00,-0.6,,,,2020,24.1,,,2020,19,20,,59,6.9,6158731.2020.4.18.20,TORONTO INTL A,,98.82,,4,,2020-04-18 20:00:00,18,6158731,30,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T02:00:00,-0.7,,,,2020,24.1,,,2020,18,21,,61,6.2,6158731.2020.4.18.21,TORONTO INTL A,,98.8,,4,,2020-04-18 21:00:00,18,6158731,26,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T03:00:00,-1.2,,,,2020,24.1,,,2020,16,22,,61,5.9,6158731.2020.4.18.22,TORONTO INTL A,,98.73,,4,,2020-04-18 22:00:00,18,6158731,22,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T04:00:00,-0.1,,,,2020,24.1,,,2020,18,23,,64,6.2,6158731.2020.4.18.23,TORONTO INTL A,,98.71,,4,,2020-04-18 23:00:00,18,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T05:00:00,0.3,,,,2020,24.1,,,2020,21,0,,62,7.0,6158731.2020.4.19.0,TORONTO INTL A,,98.67,,4,,2020-04-19 00:00:00,19,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T06:00:00,0.3,,,,2020,24.1,,,2020,21,1,,63,6.8,6158731.2020.4.19.1,TORONTO INTL A,,98.6,,4,,2020-04-19 01:00:00,19,6158731,20,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T07:00:00,0.7,,,,2020,24.1,,,2020,21,2,,65,6.8,6158731.2020.4.19.2,TORONTO INTL A,,98.53,,4,,2020-04-19 02:00:00,19,6158731,26,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T08:00:00,0.7,,,,2020,24.1,,,2020,21,3,,66,6.6,6158731.2020.4.19.3,TORONTO INTL A,,98.48,,4,,2020-04-19 03:00:00,19,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mainly Clear,2020-04-19T09:00:00,0.6,,,,2020,24.1,,,2020,20,4,,66,6.5,6158731.2020.4.19.4,TORONTO INTL A,,98.44,,4,,2020-04-19 04:00:00,19,6158731,28,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T10:00:00,0.9,,,,2020,24.1,,,2020,20,5,,65,7.0,6158731.2020.4.19.5,TORONTO INTL A,,98.41,,4,,2020-04-19 05:00:00,19,6158731,29,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T11:00:00,1.1,,,,2020,24.1,,,2020,20,6,,65,7.2,6158731.2020.4.19.6,TORONTO INTL A,,98.37,,4,,2020-04-19 06:00:00,19,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T12:00:00,1.4,,,,2020,24.1,,,2020,21,7,,65,7.5,6158731.2020.4.19.7,TORONTO INTL A,,98.34,,4,,2020-04-19 07:00:00,19,6158731,33,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,Rain Showers,2020-04-19T13:00:00,1.8,,,,2020,24.1,,,2020,21,8,,67,7.5,6158731.2020.4.19.8,TORONTO INTL A,,98.31,,4,,2020-04-19 08:00:00,19,6158731,20,,Averses de pluie
-79.63055555555556,43.67666666666667,ON,,19,4,,,Rain Showers,2020-04-19T14:00:00,3.6,,,,2020,16.1,,,2020,21,9,,76,7.5,6158731.2020.4.19.9,TORONTO INTL A,,98.28,,4,,2020-04-19 09:00:00,19,6158731,18,,Averses de pluie
-79.63055555555556,43.67666666666667,ON,,19,4,,,Cloudy,2020-04-19T15:00:00,4.2,,,,2020,19.3,,,2020,22,10,,78,7.7,6158731.2020.4.19.10,TORONTO INTL A,,98.32,,4,,2020-04-19 10:00:00,19,6158731,20,,Nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T16:00:00,4.8,,,,2020,24.1,,,2020,25,11,,77,8.6,6158731.2020.4.19.11,TORONTO INTL A,,98.33,,4,,2020-04-19 11:00:00,19,6158731,20,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T17:00:00,4.6,,,,2020,24.1,,,2020,24,12,,72,9.3,6158731.2020.4.19.12,TORONTO INTL A,,98.3,,4,,2020-04-19 12:00:00,19,6158731,15,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T18:00:00,5.7,,,,2020,24.1,,,2020,23,13,,64,12.3,6158731.2020.4.19.13,TORONTO INTL A,,98.26,,4,,2020-04-19 13:00:00,19,6158731,19,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T19:00:00,3.6,,,,2020,24.1,,,2020,26,14,,56,12.1,6158731.2020.4.19.14,TORONTO INTL A,,98.21,,4,,2020-04-19 14:00:00,19,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T20:00:00,3.7,,,,2020,24.1,,,2020,30,15,,56,12.2,6158731.2020.4.19.15,TORONTO INTL A,,98.18,,4,,2020-04-19 15:00:00,19,6158731,30,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,Mostly Cloudy,2020-04-19T21:00:00,1.3,,,,2020,24.1,,,2020,31,16,,60,8.6,6158731.2020.4.19.16,TORONTO INTL A,,98.37,,4,,2020-04-19 16:00:00,19,6158731,34,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T22:00:00,1.7,,,,2020,24.1,,,2020,1,17,,67,7.3,6158731.2020.4.19.17,TORONTO INTL A,,98.45,,4,,2020-04-19 17:00:00,19,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,19,4,,,NA,2020-04-19T23:00:00,-2.8,,,,2020,24.1,,,2020,32,18,,48,7.5,6158731.2020.4.19.18,TORONTO INTL A,,98.53,,4,,2020-04-19 18:00:00,19,6158731,43,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Mainly Clear,2020-04-20T00:00:00,-0.4,,,,2020,24.1,,,2020,35,19,,69,4.8,6158731.2020.4.19.19,TORONTO INTL A,,98.71,,4,,2020-04-19 19:00:00,19,6158731,10,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T01:00:00,-6.0,,,,2020,24.1,,,2020,32,20,,49,3.8,6158731.2020.4.19.20,TORONTO INTL A,,98.86,,4,,2020-04-19 20:00:00,19,6158731,22,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T02:00:00,-7.0,,,,2020,24.1,,,2020,34,21,,50,2.5,6158731.2020.4.19.21,TORONTO INTL A,,98.93,,4,,2020-04-19 21:00:00,19,6158731,18,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Clear,2020-04-20T03:00:00,-5.7,,,,2020,24.1,,,2020,31,22,,61,1.1,6158731.2020.4.19.22,TORONTO INTL A,,98.99,,4,,2020-04-19 22:00:00,19,6158731,18,,Dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T04:00:00,-6.8,-5,,,2020,24.1,,,2020,32,23,,62,-0.5,6158731.2020.4.19.23,TORONTO INTL A,,98.98,,4,,2020-04-19 23:00:00,19,6158731,13,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T05:00:00,-7.4,-2,,,2020,24.1,,,2020,28,0,,60,-0.5,6158731.2020.4.20.0,TORONTO INTL A,,99.0,,4,,2020-04-20 00:00:00,20,6158731,5,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Clear,2020-04-20T06:00:00,-7.5,-5,,,2020,24.1,,,2020,17,1,,63,-1.2,6158731.2020.4.20.1,TORONTO INTL A,,98.97,,4,,2020-04-20 01:00:00,20,6158731,11,,Dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T07:00:00,-8.0,-6,,,2020,24.1,,,2020,18,2,,65,-2.3,6158731.2020.4.20.2,TORONTO INTL A,,98.97,,4,,2020-04-20 02:00:00,20,6158731,11,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T08:00:00,-7.7,-5,,,2020,24.1,,,2020,21,3,,71,-3.0,6158731.2020.4.20.3,TORONTO INTL A,,98.97,,4,,2020-04-20 03:00:00,20,6158731,4,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Clear,2020-04-20T09:00:00,-7.4,-5,,,2020,24.1,,,2020,35,4,,68,-2.2,6158731.2020.4.20.4,TORONTO INTL A,,98.95,,4,,2020-04-20 04:00:00,20,6158731,8,,Dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T10:00:00,-8.2,-8,,,2020,24.1,,,2020,8,5,,69,-3.3,6158731.2020.4.20.5,TORONTO INTL A,,98.93,,4,,2020-04-20 05:00:00,20,6158731,12,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T11:00:00,-7.1,-7,,,2020,24.1,,,2020,6,6,,73,-2.8,6158731.2020.4.20.6,TORONTO INTL A,,98.9,,4,,2020-04-20 06:00:00,20,6158731,10,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Clear,2020-04-20T12:00:00,-5.7,-5,,,2020,24.1,,,2020,7,7,,68,-0.5,6158731.2020.4.20.7,TORONTO INTL A,,98.87,,4,,2020-04-20 07:00:00,20,6158731,15,,Dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T13:00:00,-3.9,,,,2020,24.1,,,2020,12,8,,64,2.2,6158731.2020.4.20.8,TORONTO INTL A,,98.87,,4,,2020-04-20 08:00:00,20,6158731,10,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T14:00:00,-3.2,,,,2020,24.1,,,2020,11,9,,66,2.6,6158731.2020.4.20.9,TORONTO INTL A,,98.83,,4,,2020-04-20 09:00:00,20,6158731,16,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Mostly Cloudy,2020-04-20T15:00:00,-3.7,,,,2020,24.1,,,2020,12,10,,61,3.2,6158731.2020.4.20.10,TORONTO INTL A,,98.8,,4,,2020-04-20 10:00:00,20,6158731,12,,Généralement nuageux
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T16:00:00,-2.9,,,,2020,24.1,,,2020,15,11,,61,4.0,6158731.2020.4.20.11,TORONTO INTL A,,98.79,,4,,2020-04-20 11:00:00,20,6158731,20,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T17:00:00,-2.5,,,,2020,24.1,,,2020,16,12,,60,4.7,6158731.2020.4.20.12,TORONTO INTL A,,98.74,,4,,2020-04-20 12:00:00,20,6158731,25,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Mainly Clear,2020-04-20T18:00:00,-3.2,,,,2020,24.1,,,2020,17,13,,56,5.0,6158731.2020.4.20.13,TORONTO INTL A,,98.63,,4,,2020-04-20 13:00:00,20,6158731,20,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T19:00:00,-3.8,,,,2020,24.1,,,2020,11,14,,52,5.4,6158731.2020.4.20.14,TORONTO INTL A,,98.55,,4,,2020-04-20 14:00:00,20,6158731,14,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T20:00:00,-3.4,,,,2020,24.1,,,2020,14,15,,50,6.4,6158731.2020.4.20.15,TORONTO INTL A,,98.44,,4,,2020-04-20 15:00:00,20,6158731,13,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,Mainly Clear,2020-04-20T21:00:00,-2.1,,,,2020,24.1,,,2020,14,16,,56,5.9,6158731.2020.4.20.16,TORONTO INTL A,,98.38,,4,,2020-04-20 16:00:00,20,6158731,17,,Généralement dégagé
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T22:00:00,-2.6,,,,2020,24.1,,,2020,14,17,,58,4.9,6158731.2020.4.20.17,TORONTO INTL A,,98.34,,4,,2020-04-20 17:00:00,20,6158731,22,,ND
-79.63055555555556,43.67666666666667,ON,,20,4,,,NA,2020-04-20T23:00:00,-1.9,,,,2020,24.1,,,2020,14,18,,66,3.8,6158731.2020.4.20.18,TORONTO INTL A,,98.28,,4,,2020-04-20 18:00:00,20,6158731,17,,ND
