x,y,WIND_SPEED_FLAG,UTC_DATE,LOCAL_HOUR,STATION_NAME,STATION_PRESSURE,TEMP,UTC_YEAR,DEW_POINT_TEMP_FLAG,STATION_PRESSURE_FLAG,LOCAL_DATE,LOCAL_MONTH,RELATIVE_HUMIDITY,WINDCHILL,WIND_DIRECTION,WINDCHILL_FLAG,HUMIDEX_FLAG,LOCAL_YEAR,PRECIP_AMOUNT,DEW_POINT_TEMP,UTC_DAY,VISIBILITY,VISIBILITY_FLAG,WIND_DIRECTION_FLAG,LOCAL_DAY,TEMP_FLAG,PRECIP_AMOUNT_FLAG,ID,PROVINCE_CODE,CLIMATE_IDENTIFIER,WEATHER_FRE_DESC,UTC_MONTH,RELATIVE_HUMIDITY_FLAG,WIND_SPEED,WEATHER_ENG_DESC,HUMIDEX
-79.63055555555556,43.67666666666667,,2023-09-18T23:00:00,18,TORONTO INTL A,99.2,16.7,2023,,,2023-09-18 18:00:00,9,69,,32,,,2023,,10.9,18,24.1,,,18,,,6158731.2023.9.18.18,ON,6158731,ND,9,,30,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T00:00:00,19,TORONTO INTL A,99.23,15.8,2023,,,2023-09-18 19:00:00,9,71,,32,,,2023,,10.6,19,24.1,,,18,,,6158731.2023.9.18.19,ON,6158731,Généralement dégagé,9,,24,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T01:00:00,20,TORONTO INTL A,99.29,15.3,2023,,,2023-09-18 20:00:00,9,73,,34,,,2023,,10.5,19,24.1,,,18,,,6158731.2023.9.18.20,ON,6158731,ND,9,,25,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T02:00:00,21,TORONTO INTL A,99.32,14.3,2023,,,2023-09-18 21:00:00,9,71,,33,,,2023,,9.2,19,24.1,,,18,,,6158731.2023.9.18.21,ON,6158731,ND,9,,19,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T03:00:00,22,TORONTO INTL A,99.32,13.3,2023,,,2023-09-18 22:00:00,9,73,,31,,,2023,,8.7,19,24.1,,,18,,,6158731.2023.9.18.22,ON,6158731,Dégagé,9,,18,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T04:00:00,23,TORONTO INTL A,99.32,13.4,2023,,,2023-09-18 23:00:00,9,74,,31,,,2023,,8.9,19,24.1,,,18,,,6158731.2023.9.18.23,ON,6158731,ND,9,,24,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T05:00:00,0,TORONTO INTL A,99.33,12.4,2023,,,2023-09-19 00:00:00,9,82,,30,,,2023,,9.5,19,24.1,,,19,,,6158731.2023.9.19.0,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T06:00:00,1,TORONTO INTL A,99.35,12.7,2023,,,2023-09-19 01:00:00,9,80,,31,,,2023,,9.4,19,24.1,,,19,,,6158731.2023.9.19.1,ON,6158731,Dégagé,9,,20,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T07:00:00,2,TORONTO INTL A,99.36,11.8,2023,,,2023-09-19 02:00:00,9,83,,31,,,2023,,9.1,19,24.1,,,19,,,6158731.2023.9.19.2,ON,6158731,ND,9,,14,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T08:00:00,3,TORONTO INTL A,99.36,11.4,2023,,,2023-09-19 03:00:00,9,84,,31,,,2023,,8.8,19,24.1,,,19,,,6158731.2023.9.19.3,ON,6158731,ND,9,,9,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T09:00:00,4,TORONTO INTL A,99.41,11.4,2023,,,2023-09-19 04:00:00,9,87,,31,,,2023,,9.4,19,24.1,,,19,,,6158731.2023.9.19.4,ON,6158731,Dégagé,9,,15,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T10:00:00,5,TORONTO INTL A,99.45,9.6,2023,,,2023-09-19 05:00:00,9,94,,28,,,2023,,8.8,19,24.1,,,19,,,6158731.2023.9.19.5,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T11:00:00,6,TORONTO INTL A,99.51,10.9,2023,,,2023-09-19 06:00:00,9,88,,30,,,2023,,8.9,19,24.1,,,19,,,6158731.2023.9.19.6,ON,6158731,ND,9,,17,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T12:00:00,7,TORONTO INTL A,99.57,11.8,2023,,,2023-09-19 07:00:00,9,80,,30,,,2023,,8.5,19,24.1,,,19,,,6158731.2023.9.19.7,ON,6158731,Dégagé,9,,15,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T13:00:00,8,TORONTO INTL A,99.6,14.0,2023,,,2023-09-19 08:00:00,9,72,,31,,,2023,,9.1,19,24.1,,,19,,,6158731.2023.9.19.8,ON,6158731,ND,9,,16,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T14:00:00,9,TORONTO INTL A,99.63,15.3,2023,,,2023-09-19 09:00:00,9,63,,33,,,2023,,8.4,19,24.1,,,19,,,6158731.2023.9.19.9,ON,6158731,ND,9,,24,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T15:00:00,10,TORONTO INTL A,99.66,17.2,2023,,,2023-09-19 10:00:00,9,49,,31,,,2023,,6.4,19,24.1,,,19,,,6158731.2023.9.19.10,ON,6158731,Généralement dégagé,9,,27,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T16:00:00,11,TORONTO INTL A,99.69,18.3,2023,,,2023-09-19 11:00:00,9,41,,30,,,2023,,4.9,19,24.1,,,19,,,6158731.2023.9.19.11,ON,6158731,ND,9,,25,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T17:00:00,12,TORONTO INTL A,99.66,19.1,2023,,,2023-09-19 12:00:00,9,37,,32,,,2023,,4.2,19,24.1,,,19,,,6158731.2023.9.19.12,ON,6158731,ND,9,,27,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T18:00:00,13,TORONTO INTL A,99.63,19.9,2023,,,2023-09-19 13:00:00,9,36,,29,,,2023,,4.7,19,24.1,,,19,,,6158731.2023.9.19.13,ON,6158731,Dégagé,9,,12,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T19:00:00,14,TORONTO INTL A,99.6,20.1,2023,,,2023-09-19 14:00:00,9,34,,28,,,2023,,3.8,19,24.1,,,19,,,6158731.2023.9.19.14,ON,6158731,ND,9,,19,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T20:00:00,15,TORONTO INTL A,99.59,20.4,2023,,,2023-09-19 15:00:00,9,31,,33,,,2023,,2.9,19,24.1,,,19,,,6158731.2023.9.19.15,ON,6158731,ND,9,,20,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T21:00:00,16,TORONTO INTL A,99.59,20.2,2023,,,2023-09-19 16:00:00,9,34,,29,,,2023,,3.8,19,24.1,,,19,,,6158731.2023.9.19.16,ON,6158731,Dégagé,9,,24,Clear,
-79.63055555555556,43.67666666666667,,2023-09-19T22:00:00,17,TORONTO INTL A,99.61,19.4,2023,,,2023-09-19 17:00:00,9,40,,27,,,2023,,5.6,19,24.1,,,19,,,6158731.2023.9.19.17,ON,6158731,ND,9,,19,NA,
-79.63055555555556,43.67666666666667,,2023-09-19T23:00:00,18,TORONTO INTL A,99.63,18.5,2023,,,2023-09-19 18:00:00,9,43,,32,,,2023,,5.7,19,24.1,,,19,,,6158731.2023.9.19.18,ON,6158731,ND,9,,21,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T00:00:00,19,TORONTO INTL A,99.69,15.9,2023,,,2023-09-19 19:00:00,9,61,,1,,,2023,,8.6,20,24.1,,,19,,,6158731.2023.9.19.19,ON,6158731,Dégagé,9,,17,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T01:00:00,20,TORONTO INTL A,99.78,14.7,2023,,,2023-09-19 20:00:00,9,65,,35,,,2023,,8.2,20,24.1,,,19,,,6158731.2023.9.19.20,ON,6158731,ND,9,,20,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T02:00:00,21,TORONTO INTL A,99.84,13.1,2023,,,2023-09-19 21:00:00,9,71,,36,,,2023,,8.0,20,24.1,,,19,,,6158731.2023.9.19.21,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T03:00:00,22,TORONTO INTL A,99.86,12.4,2023,,,2023-09-19 22:00:00,9,74,,34,,,2023,,7.9,20,24.1,,,19,,,6158731.2023.9.19.22,ON,6158731,Dégagé,9,,11,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T04:00:00,23,TORONTO INTL A,99.88,11.7,2023,,,2023-09-19 23:00:00,9,78,,34,,,2023,,8.1,20,24.1,,,19,,,6158731.2023.9.19.23,ON,6158731,ND,9,,10,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T05:00:00,0,TORONTO INTL A,99.91,10.7,2023,,,2023-09-20 00:00:00,9,81,,31,,,2023,,7.7,20,24.1,,,20,,,6158731.2023.9.20.0,ON,6158731,ND,9,,10,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T06:00:00,1,TORONTO INTL A,99.94,11.1,2023,,,2023-09-20 01:00:00,9,79,,30,,,2023,,7.6,20,24.1,,,20,,,6158731.2023.9.20.1,ON,6158731,Dégagé,9,,8,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T07:00:00,2,TORONTO INTL A,99.96,9.2,2023,,,2023-09-20 02:00:00,9,83,,31,,,2023,,6.5,20,24.1,,,20,,,6158731.2023.9.20.2,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T08:00:00,3,TORONTO INTL A,99.98,8.9,2023,,,2023-09-20 03:00:00,9,77,,34,,,2023,,5.0,20,24.1,,,20,,,6158731.2023.9.20.3,ON,6158731,ND,9,,10,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T09:00:00,4,TORONTO INTL A,100.02,8.1,2023,,,2023-09-20 04:00:00,9,75,,33,,,2023,,3.9,20,24.1,,,20,,,6158731.2023.9.20.4,ON,6158731,Dégagé,9,,9,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T10:00:00,5,TORONTO INTL A,100.05,8.2,2023,,,2023-09-20 05:00:00,9,74,,32,,,2023,,4.0,20,24.1,,,20,,,6158731.2023.9.20.5,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T11:00:00,6,TORONTO INTL A,100.09,8.0,2023,,,2023-09-20 06:00:00,9,78,,35,,,2023,,4.5,20,24.1,,,20,,,6158731.2023.9.20.6,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T12:00:00,7,TORONTO INTL A,100.14,9.3,2023,,,2023-09-20 07:00:00,9,76,,35,,,2023,,5.3,20,24.1,,,20,,,6158731.2023.9.20.7,ON,6158731,Dégagé,9,,10,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T13:00:00,8,TORONTO INTL A,100.18,12.2,2023,,,2023-09-20 08:00:00,9,69,,30,,,2023,,6.8,20,24.1,,,20,,,6158731.2023.9.20.8,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T14:00:00,9,TORONTO INTL A,100.22,14.7,2023,,,2023-09-20 09:00:00,9,61,,36,,,2023,,7.5,20,24.1,,,20,,,6158731.2023.9.20.9,ON,6158731,ND,9,,6,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T15:00:00,10,TORONTO INTL A,100.24,16.0,2023,,,2023-09-20 10:00:00,9,48,,36,,,2023,,5.2,20,24.1,,,20,,,6158731.2023.9.20.10,ON,6158731,Dégagé,9,,2,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T16:00:00,11,TORONTO INTL A,100.25,17.6,2023,,,2023-09-20 11:00:00,9,46,,22,,,2023,,5.8,20,24.1,,,20,,,6158731.2023.9.20.11,ON,6158731,ND,9,,7,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T17:00:00,12,TORONTO INTL A,100.23,18.3,2023,,,2023-09-20 12:00:00,9,40,,2,,,2023,,4.6,20,24.1,,,20,,,6158731.2023.9.20.12,ON,6158731,ND,9,,6,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T18:00:00,13,TORONTO INTL A,100.19,19.6,2023,,,2023-09-20 13:00:00,9,40,,6,,,2023,,5.7,20,24.1,,,20,,,6158731.2023.9.20.13,ON,6158731,Dégagé,9,,8,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T19:00:00,14,TORONTO INTL A,100.14,20.6,2023,,,2023-09-20 14:00:00,9,38,,36,,,2023,,6.1,20,24.1,,,20,,,6158731.2023.9.20.14,ON,6158731,ND,9,,4,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T20:00:00,15,TORONTO INTL A,100.09,19.0,2023,,,2023-09-20 15:00:00,9,48,,16,,,2023,,7.9,20,24.1,,,20,,,6158731.2023.9.20.15,ON,6158731,ND,9,,15,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T21:00:00,16,TORONTO INTL A,100.07,18.8,2023,,,2023-09-20 16:00:00,9,52,,14,,,2023,,8.7,20,24.1,,,20,,,6158731.2023.9.20.16,ON,6158731,Dégagé,9,,12,Clear,
-79.63055555555556,43.67666666666667,,2023-09-20T22:00:00,17,TORONTO INTL A,100.09,18.2,2023,,,2023-09-20 17:00:00,9,52,,15,,,2023,,8.4,20,24.1,,,20,,,6158731.2023.9.20.17,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-20T23:00:00,18,TORONTO INTL A,100.11,17.3,2023,,,2023-09-20 18:00:00,9,57,,13,,,2023,,8.6,20,24.1,,,20,,,6158731.2023.9.20.18,ON,6158731,ND,9,,8,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T00:00:00,19,TORONTO INTL A,100.16,16.9,2023,,,2023-09-20 19:00:00,9,60,,14,,,2023,,9.2,21,24.1,,,20,,,6158731.2023.9.20.19,ON,6158731,Dégagé,9,,7,Clear,
-79.63055555555556,43.67666666666667,,2023-09-21T01:00:00,20,TORONTO INTL A,100.22,16.3,2023,,,2023-09-20 20:00:00,9,66,,13,,,2023,,10.0,21,24.1,,,20,,,6158731.2023.9.20.20,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T02:00:00,21,TORONTO INTL A,100.24,16.4,2023,,,2023-09-20 21:00:00,9,67,,15,,,2023,,10.3,21,24.1,,,20,,,6158731.2023.9.20.21,ON,6158731,ND,9,,4,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T03:00:00,22,TORONTO INTL A,100.25,16.3,2023,,,2023-09-20 22:00:00,9,70,,15,,,2023,,10.9,21,24.1,,,20,,,6158731.2023.9.20.22,ON,6158731,Généralement dégagé,9,,5,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-21T04:00:00,23,TORONTO INTL A,100.29,16.2,2023,,,2023-09-20 23:00:00,9,74,,14,,,2023,,11.7,21,24.1,,,20,,,6158731.2023.9.20.23,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T05:00:00,0,TORONTO INTL A,100.31,15.5,2023,,,2023-09-21 00:00:00,9,78,,11,,,2023,,11.7,21,24.1,,,21,,,6158731.2023.9.21.0,ON,6158731,ND,9,,7,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T06:00:00,1,TORONTO INTL A,100.32,15.4,2023,,,2023-09-21 01:00:00,9,80,,8,,,2023,,11.9,21,24.1,,,21,,,6158731.2023.9.21.1,ON,6158731,Généralement nuageux,9,,4,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-21T07:00:00,2,TORONTO INTL A,100.33,15.2,2023,,,2023-09-21 02:00:00,9,79,,5,,,2023,,11.7,21,24.1,,,21,,,6158731.2023.9.21.2,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T08:00:00,3,TORONTO INTL A,100.33,14.3,2023,,,2023-09-21 03:00:00,9,79,,36,,,2023,,10.8,21,24.1,,,21,,,6158731.2023.9.21.3,ON,6158731,ND,9,,1,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T09:00:00,4,TORONTO INTL A,100.37,14.2,2023,,,2023-09-21 04:00:00,9,77,,6,,,2023,,10.2,21,24.1,,,21,,,6158731.2023.9.21.4,ON,6158731,Généralement nuageux,9,,4,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-21T10:00:00,5,TORONTO INTL A,100.43,13.8,2023,,,2023-09-21 05:00:00,9,81,,36,,,2023,,10.6,21,24.1,,,21,,,6158731.2023.9.21.5,ON,6158731,ND,9,,1,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T11:00:00,6,TORONTO INTL A,100.47,15.4,2023,,,2023-09-21 06:00:00,9,77,,9,,,2023,,11.4,21,24.1,,,21,,,6158731.2023.9.21.6,ON,6158731,ND,9,,4,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T12:00:00,7,TORONTO INTL A,100.53,16.2,2023,,,2023-09-21 07:00:00,9,74,,9,,,2023,,11.7,21,24.1,,,21,,,6158731.2023.9.21.7,ON,6158731,Généralement nuageux,9,,4,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-21T13:00:00,8,TORONTO INTL A,100.56,17.1,2023,,,2023-09-21 08:00:00,9,72,,14,,,2023,,12.0,21,24.1,,,21,,,6158731.2023.9.21.8,ON,6158731,ND,9,,6,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T14:00:00,9,TORONTO INTL A,100.61,18.5,2023,,,2023-09-21 09:00:00,9,64,,17,,,2023,,11.7,21,24.1,,,21,,,6158731.2023.9.21.9,ON,6158731,ND,9,,11,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T15:00:00,10,TORONTO INTL A,100.62,20.0,2023,,,2023-09-21 10:00:00,9,50,,15,,,2023,,9.4,21,24.1,,,21,,,6158731.2023.9.21.10,ON,6158731,Généralement nuageux,9,,12,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-21T16:00:00,11,TORONTO INTL A,100.6,20.2,2023,,,2023-09-21 11:00:00,9,45,,16,,,2023,,7.9,21,24.1,,,21,,,6158731.2023.9.21.11,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T17:00:00,12,TORONTO INTL A,100.61,20.8,2023,,,2023-09-21 12:00:00,9,43,,16,,,2023,,7.8,21,24.1,,,21,,,6158731.2023.9.21.12,ON,6158731,ND,9,,13,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T18:00:00,13,TORONTO INTL A,100.56,21.3,2023,,,2023-09-21 13:00:00,9,43,,12,,,2023,,8.4,21,24.1,,,21,,,6158731.2023.9.21.13,ON,6158731,Généralement dégagé,9,,9,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-21T19:00:00,14,TORONTO INTL A,100.5,21.7,2023,,,2023-09-21 14:00:00,9,46,,14,,,2023,,9.8,21,24.1,,,21,,,6158731.2023.9.21.14,ON,6158731,ND,9,,12,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T20:00:00,15,TORONTO INTL A,100.47,21.6,2023,,,2023-09-21 15:00:00,9,45,,13,,,2023,,9.3,21,24.1,,,21,,,6158731.2023.9.21.15,ON,6158731,ND,9,,12,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T21:00:00,16,TORONTO INTL A,100.45,20.8,2023,,,2023-09-21 16:00:00,9,49,,14,,,2023,,9.9,21,24.1,,,21,,,6158731.2023.9.21.16,ON,6158731,Généralement dégagé,9,,9,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-21T22:00:00,17,TORONTO INTL A,100.45,20.3,2023,,,2023-09-21 17:00:00,9,54,,13,,,2023,,10.9,21,24.1,,,21,,,6158731.2023.9.21.17,ON,6158731,ND,9,,10,NA,
-79.63055555555556,43.67666666666667,,2023-09-21T23:00:00,18,TORONTO INTL A,100.47,19.3,2023,,,2023-09-21 18:00:00,9,56,,12,,,2023,,10.5,21,24.1,,,21,,,6158731.2023.9.21.18,ON,6158731,ND,9,,9,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T00:00:00,19,TORONTO INTL A,100.5,18.1,2023,,,2023-09-21 19:00:00,9,65,,10,,,2023,,11.5,22,24.1,,,21,,,6158731.2023.9.21.19,ON,6158731,Généralement nuageux,9,,7,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-22T01:00:00,20,TORONTO INTL A,100.52,17.9,2023,,,2023-09-21 20:00:00,9,68,,10,,,2023,,11.9,22,24.1,,,21,,,6158731.2023.9.21.20,ON,6158731,ND,9,,3,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T02:00:00,21,TORONTO INTL A,100.52,17.9,2023,,,2023-09-21 21:00:00,9,70,,11,,,2023,,12.4,22,24.1,,,21,,,6158731.2023.9.21.21,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T03:00:00,22,TORONTO INTL A,100.53,17.7,2023,,,2023-09-21 22:00:00,9,73,,9,,,2023,,12.8,22,24.1,,,21,,,6158731.2023.9.21.22,ON,6158731,Généralement nuageux,9,,5,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-22T04:00:00,23,TORONTO INTL A,100.53,17.3,2023,,,2023-09-21 23:00:00,9,77,,11,,,2023,,13.2,22,24.1,,,21,,,6158731.2023.9.21.23,ON,6158731,ND,9,,6,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T05:00:00,0,TORONTO INTL A,100.53,16.5,2023,,,2023-09-22 00:00:00,9,83,,11,,,2023,,13.7,22,24.1,,,22,,,6158731.2023.9.22.0,ON,6158731,ND,9,,4,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T06:00:00,1,TORONTO INTL A,100.51,16.3,2023,,,2023-09-22 01:00:00,9,84,,8,,,2023,,13.6,22,24.1,,,22,,,6158731.2023.9.22.1,ON,6158731,Dégagé,9,,4,Clear,
-79.63055555555556,43.67666666666667,,2023-09-22T07:00:00,2,TORONTO INTL A,100.54,15.9,2023,,,2023-09-22 02:00:00,9,83,,9,,,2023,,13.0,22,24.1,,,22,,,6158731.2023.9.22.2,ON,6158731,ND,9,,5,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T08:00:00,3,TORONTO INTL A,100.56,15.1,2023,,,2023-09-22 03:00:00,9,86,,4,,,2023,,12.7,22,24.1,,,22,,,6158731.2023.9.22.3,ON,6158731,ND,9,,7,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T09:00:00,4,TORONTO INTL A,100.59,14.1,2023,,,2023-09-22 04:00:00,9,86,,5,,,2023,,11.8,22,24.1,,,22,,,6158731.2023.9.22.4,ON,6158731,Dégagé,9,,7,Clear,
-79.63055555555556,43.67666666666667,,2023-09-22T10:00:00,5,TORONTO INTL A,100.63,13.9,2023,,,2023-09-22 05:00:00,9,84,,4,,,2023,,11.2,22,24.1,,,22,,,6158731.2023.9.22.5,ON,6158731,ND,9,,8,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T11:00:00,6,TORONTO INTL A,100.67,13.8,2023,,,2023-09-22 06:00:00,9,84,,4,,,2023,,11.1,22,24.1,,,22,,,6158731.2023.9.22.6,ON,6158731,ND,9,,9,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T12:00:00,7,TORONTO INTL A,100.68,14.8,2023,,,2023-09-22 07:00:00,9,87,,5,,,2023,,12.7,22,24.1,,,22,,,6158731.2023.9.22.7,ON,6158731,Généralement nuageux,9,,7,Mostly Cloudy,
-79.63055555555556,43.67666666666667,,2023-09-22T13:00:00,8,TORONTO INTL A,100.69,17.2,2023,,,2023-09-22 08:00:00,9,74,,7,,,2023,,12.6,22,24.1,,,22,,,6158731.2023.9.22.8,ON,6158731,ND,9,,9,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T14:00:00,9,TORONTO INTL A,100.67,19.1,2023,,,2023-09-22 09:00:00,9,55,,12,,,2023,,9.9,22,24.1,,,22,,,6158731.2023.9.22.9,ON,6158731,ND,9,,18,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T15:00:00,10,TORONTO INTL A,100.67,20.1,2023,,,2023-09-22 10:00:00,9,52,,11,,,2023,,10.0,22,24.1,,,22,,,6158731.2023.9.22.10,ON,6158731,Généralement dégagé,9,,13,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-22T16:00:00,11,TORONTO INTL A,100.67,20.8,2023,,,2023-09-22 11:00:00,9,51,,11,,,2023,,10.3,22,24.1,,,22,,,6158731.2023.9.22.11,ON,6158731,ND,9,,14,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T17:00:00,12,TORONTO INTL A,100.64,21.6,2023,,,2023-09-22 12:00:00,9,45,,8,,,2023,,9.3,22,24.1,,,22,,,6158731.2023.9.22.12,ON,6158731,ND,9,,15,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T18:00:00,13,TORONTO INTL A,100.59,21.2,2023,,,2023-09-22 13:00:00,9,43,,8,,,2023,,8.4,22,24.1,,,22,,,6158731.2023.9.22.13,ON,6158731,Généralement dégagé,9,,14,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-22T19:00:00,14,TORONTO INTL A,100.52,22.0,2023,,,2023-09-22 14:00:00,9,41,,6,,,2023,,8.5,22,24.1,,,22,,,6158731.2023.9.22.14,ON,6158731,ND,9,,12,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T20:00:00,15,TORONTO INTL A,100.46,21.5,2023,,,2023-09-22 15:00:00,9,42,,6,,,2023,,8.3,22,24.1,,,22,,,6158731.2023.9.22.15,ON,6158731,ND,9,,16,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T21:00:00,16,TORONTO INTL A,100.44,20.8,2023,,,2023-09-22 16:00:00,9,46,,11,,,2023,,8.8,22,24.1,,,22,,,6158731.2023.9.22.16,ON,6158731,Généralement dégagé,9,,13,Mainly Clear,
-79.63055555555556,43.67666666666667,,2023-09-22T22:00:00,17,TORONTO INTL A,100.44,19.7,2023,,,2023-09-22 17:00:00,9,52,,9,,,2023,,9.8,22,24.1,,,22,,,6158731.2023.9.22.17,ON,6158731,ND,9,,17,NA,
-79.63055555555556,43.67666666666667,,2023-09-22T23:00:00,18,TORONTO INTL A,100.41,18.4,2023,,,2023-09-22 18:00:00,9,64,,8,,,2023,,11.5,22,24.1,,,22,,,6158731.2023.9.22.18,ON,6158731,ND,9,,15,NA,
-79.63055555555556,43.67666666666667,,2023-09-23T00:00:00,19,TORONTO INTL A,100.45,17.4,2023,,,2023-09-22 19:00:00,9,72,,8,,,2023,,12.4,23,24.1,,,22,,,6158731.2023.9.22.19,ON,6158731,Dégagé,9,,13,Clear,
-79.63055555555556,43.67666666666667,,2023-09-23T01:00:00,20,TORONTO INTL A,100.48,17.0,2023,,,2023-09-22 20:00:00,9,76,,6,,,2023,,12.8,23,24.1,,,22,,,6158731.2023.9.22.20,ON,6158731,ND,9,,11,NA,
-79.63055555555556,43.67666666666667,,2023-09-23T02:00:00,21,TORONTO INTL A,100.45,16.6,2023,,,2023-09-22 21:00:00,9,83,,6,,,2023,,13.7,23,24.1,,,22,,,6158731.2023.9.22.21,ON,6158731,ND,9,,9,NA,
-79.63055555555556,43.67666666666667,,2023-09-23T03:00:00,22,TORONTO INTL A,100.44,16.4,2023,,,2023-09-22 22:00:00,9,87,,6,,,2023,,14.4,23,24.1,,,22,,,6158731.2023.9.22.22,ON,6158731,Dégagé,9,,9,Clear,
-79.63055555555556,43.67666666666667,,2023-09-23T04:00:00,23,TORONTO INTL A,100.41,16.3,2023,,,2023-09-22 23:00:00,9,89,,8,,,2023,,14.5,23,24.1,,,22,,,6158731.2023.9.22.23,ON,6158731,ND,9,,9,NA,
