Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
21 Savage,i am > i was,ball w/o you,2024-04-24 19:44,50a8bKqlwDEqeiEknrzkTO,,0.892,0.633,8.0,-7.471,1.0,0.0902,0.0467,0.000189,0.139,0.459,137.994,195047.0,4.0
Drake,More Life,Gyalchester,2024-04-24 19:41,1wFFFzJ5EsKbBWZriAcubN,,0.527,0.492,1.0,-9.774,1.0,0.279,0.0047,0.0,0.306,0.234,164.005,456934.0,4.0
Aaliyah,I Care 4 U,Are You That Somebody,2024-04-24 19:37,3PqAnW2bB5TQnMoBivyFOb,,0.85,0.657,9.0,-7.078,0.0,0.166,0.14,0.0192,0.0939,0.843,137.971,265667.0,4.0
Framed,altyn,altyn,2024-04-24 19:35,0qH4xYxCrvqO86YyLbkTrB,,0.408,0.783,2.0,-5.081,1.0,0.0589,0.101,3.45e-06,0.181,0.344,175.956,210000.0,4.0
Isaiah Rashad,The Sun's Tirade,4r Da Squaw,2024-04-24 19:07,71lyUtIPCMAYjTwwwxy2jW,,0.667,0.523,10.0,-9.477,0.0,0.329,0.532,2.12e-05,0.137,0.409,143.934,232571.0,4.0
Nico Segal,Surf,Pass The Vibes,2024-04-24 2:33,6fTdcGsjxlAD9PSkoPaLMX,,0.511,0.596,0.0,-6.56,1.0,0.224,0.53,0.0,0.0798,0.554,158.063,226014.0,4.0
Kanye West,ye,Wouldn't Leave,2024-04-24 2:27,4IHc6SzGPnzSPuHVEPzpJc,,0.392,0.629,5.0,-7.056,1.0,0.0334,0.718,3.65e-06,0.129,0.72,124.511,153240.0,4.0
Taku Matsushiba,ユートラ/ユーリ!!! on ICE サウンド・トラックCOLLECTION,ピアノ練習曲ロ短調 (Piano etude in h-moll),2024-04-23 18:45,2FW34nxeslynn1t53JDcuJ,,0.0,0.232,4.0,-14.624,0.0,0.0,0.989,0.895,0.114,0.0,0.0,53627.0,0.0
久石譲,ETUDE ～a Wish to the Moon～,a Wish to the Moon,2024-04-23 18:11,3dDZFJSvdT9N2nNAdsE9j2,,0.697,0.633,0.0,-10.369,0.0,0.053,0.0239,0.000213,0.0922,0.544,128.192,245827.0,4.0
Taku Matsushiba,ユートラ/ユーリ!!! on ICE サウンド・トラックCOLLECTION,Minako's mood,2024-04-23 18:07,2wKsVeNrzorCLCix24ljAU,,0.748,0.756,2.0,-8.153,1.0,0.0282,0.0449,0.46,0.0559,0.931,104.103,464067.0,4.0
vietra,Strawberries,You,2024-04-23 18:00,1H5aQUJdtyTL6XSPUQxAdf,,0.55,0.612,0.0,-7.029,1.0,0.0597,0.0474,0.0,0.104,0.304,70.829,238293.0,4.0
Hikaru Shirosu,Op. 1,Impromptu No. 1 in A Major Lukewarm Tea,2024-04-23 17:16,1YNBtfhdSPKJlbD3tdERNx,,0.544,0.00131,9.0,-32.458,1.0,0.63,0.988,0.938,0.0592,0.884,70.071,189750.0,4.0
Federico Dubbini,Kingdom Hearts World,Dearly Beloved,2024-04-23 17:13,6kmcqAVdWNZxO9QvFXi6JT,,0.439,0.193,3.0,-18.217,1.0,0.0324,0.746,0.956,0.106,0.238,134.054,136049.0,4.0
zmi,fu-ne,a little girl,2024-04-23 17:12,06hHiziMTS8dy5uI8COj25,,0.451,0.516,1.0,-9.802,1.0,0.0962,0.451,0.0,0.187,0.968,199.784,191000.0,4.0
Yu-Peng Chen,Genshin Impact - Jade Moon Upon a Sea of Clouds (Original Game Soundtrack),Vague Whispers,2024-04-23 17:02,2XLG1ZwKkG9UUfDMjuwAeH,,0.458,0.0172,4.0,-32.226,0.0,0.0457,0.99,0.923,0.0659,0.282,77.828,64750.0,4.0
Hikaru Shirosu,The Name of Life (Piano Solo Version),The Name of Life - Piano Solo Version,2024-04-23 16:57,70IUdep42ciFYWxAY3rl22,,0.467,0.0781,0.0,-25.832,1.0,0.0553,0.991,0.946,0.102,0.0965,72.17,250728.0,4.0
Otaku Muisc,Opening Triste Vol.2,The Garden of Words - A Rainy Morning,2024-04-23 16:54,0bR43hA9u5EdFQHhaXgNiU,,0.564,0.0237,8.0,-29.765,0.0,0.16,0.89,0.871,0.107,0.361,82.506,69029.0,4.0
Federico Dubbini,Kingdom Hearts World,Kairi I,2024-04-23 16:50,1WXvnzdW7U17IJQNT2AZlP,,0.791,0.668,10.0,-13.888,0.0,0.0437,0.11,0.897,0.101,0.463,119.998,352000.0,4.0
Mac Miller,Swimming,Wings,2024-04-22 19:50,16umSNZfofRpDqTvf8DIAo,,0.656,0.33,8.0,-8.771,1.0,0.162,0.818,0.00386,0.107,0.349,119.057,250120.0,4.0
Mac Miller,Swimming,Self Care,2024-04-22 19:44,5bJ1DrEM4hNCafcDd1oxHx,,0.52,0.538,1.0,-8.109,1.0,0.206,0.367,0.00187,0.119,0.177,141.894,345133.0,4.0
Mac Miller,Swimming,Perfecto,2024-04-22 19:40,0Xcy81PsJCOO6mhLZaQyQ4,,0.599,0.317,1.0,-11.212,1.0,0.174,0.748,0.0,0.111,0.203,148.09,215413.0,4.0
Mac Miller,Swimming,Come Back to Earth,2024-04-22 19:29,5bJ1DrEM4hNCafcDd1oxHx,,0.52,0.538,1.0,-8.109,1.0,0.206,0.367,0.00187,0.119,0.177,141.894,345133.0,4.0
billy wuot,till the sunrise,till the sunrise,2024-04-22 19:02,3GeBvpzVmiqbKIAJZoffVc,,0.342,0.425,8.0,-8.813,1.0,0.109,0.562,6.24e-06,0.0906,0.272,171.793,197840.0,4.0
Kupla,Melody Mountain,Castles In The Snow,2024-04-22 18:59,5JNas8273C1D7T9rDNgou3,,0.319,0.331,5.0,-21.883,0.0,0.041,0.269,0.889,0.0922,0.0455,112.001,257004.0,5.0
Kupla,Mirage,What We Leave Behind,2024-04-22 18:57,0fkHdHiGkus3r5aPMqYMKa,,0.689,0.508,7.0,-7.774,0.0,0.0565,0.415,0.508,0.266,0.324,83.037,142546.0,4.0
Flitz&Suppe,Ijin,Mutiny,2024-04-22 18:51,4Z27OPOmf1KmKh2lyWa2Jy,,0.726,0.348,10.0,-13.878,0.0,0.0391,0.725,0.866,0.0812,0.656,127.996,150000.0,4.0
Vince Staples,Vince Staples,ARE YOU WITH THAT?,2024-04-21 5:06,5OFEJMirg4NPz7G1zgXDYu,,0.859,0.423,1.0,-10.698,0.0,0.283,0.543,0.0,0.104,0.563,125.89,138410.0,4.0
Isaiah Rashad,The Sun's Tirade,Tity and Dolla (feat. Hugh Augustine & Jay Rock),2024-04-21 5:01,2NoKRHt8LVpnQMVl3TPwvu,,0.717,0.602,0.0,-9.441,0.0,0.323,0.324,1.1e-05,0.0923,0.539,124.003,298035.0,4.0
Curren$y,The Marina,14 Packs (feat. Smoke DZA),2024-04-21 4:55,5Dv3dCRtIXKCFzfLLusC5r,,0.553,0.623,8.0,-9.533,1.0,0.203,0.266,0.00035,0.174,0.723,160.386,149417.0,4.0
Erick The Architect,Self Made,Skinny Ramen Freestyle,2024-04-21 4:53,439EmunDAlipjDuejCQDjQ,,0.647,0.702,7.0,-8.531,1.0,0.08,0.345,4.49e-05,0.436,0.493,125.091,118247.0,4.0
MadeinTYO,Ned Flanders (feat. A$AP Ferg) [STWO Remix],Ned Flanders (feat. A$AP Ferg) (STWO Remix),2024-04-21 4:51,1siPtnWgfYzDLwprq0E3P5,,0.792,0.682,11.0,-8.157,0.0,0.148,0.0182,0.0,0.0554,0.92,155.958,228467.0,4.0
Aaron May,CHASE,One For Me,2024-04-21 4:48,4Sp4AgLbWeqddzY7DNhJFv,,0.718,0.474,1.0,-6.572,0.0,0.093,0.648,0.0,0.13,0.319,74.942,232511.0,4.0
Redveil,learn 2 swim,pg baby,2024-04-21 4:45,2qfPBPq9BEVEd1GF4UH96H,,0.325,0.8,10.0,-8.719,0.0,0.486,0.0401,0.0,0.142,0.885,80.628,156800.0,4.0
Reggie,AIN'T GON STOP ME,AIN'T GON STOP ME,2024-04-21 4:44,1JdFSVTGl0gDJJVUTBvauR,,0.618,0.742,6.0,-4.68,0.0,0.356,0.00759,0.0,0.134,0.533,80.167,96000.0,4.0
JRB,D.A.R.E,D.A.R.E,2024-04-21 4:42,5WTObIjRcpVGvE4OreHFh8,,0.685,0.72,0.0,-2.262,1.0,0.135,0.028,0.0104,0.0805,0.208,156.211,86154.0,4.0
Isaiah Rashad,The Sun's Tirade,Find a Topic (homies begged),2024-04-21 4:37,2RPbEp0DyBVlkRvvYKopO7,,0.706,0.688,1.0,-6.357,1.0,0.269,0.151,0.0,0.466,0.313,125.966,330783.0,4.0
Aaron May,CHASE,Dreams,2024-04-21 4:34,7n6hs80v9v1HEfKsD9Y0Na,,0.847,0.509,10.0,-4.316,0.0,0.237,0.242,0.0,0.105,0.882,77.017,162214.0,4.0
Lil Tecca,TEC (Bonus),Down With Me,2024-04-19 6:49,00n83h3zn2IrySO4Q4aTrG,,0.712,0.588,9.0,-5.332,0.0,0.0543,0.112,0.0,0.21,0.471,114.929,120035.0,4.0
Itoko Toma,Toe,Toe,2024-04-18 19:22,2g9NrzcDzXDcflHhDTvqm6,,0.535,0.236,9.0,-17.929,0.0,0.0447,0.994,0.947,0.114,0.822,106.096,141000.0,4.0
Joep Beving,Hermetism,Little Waltz,2024-04-18 19:18,0bCSGdS5SRvzoz4IBTD55W,,0.305,0.0384,5.0,-28.605,0.0,0.0301,0.961,0.902,0.0886,0.0856,81.917,221061.0,3.0
Rui Fujishiro,Sentimental Days,Remind,2024-04-18 19:16,0nSSl7hABjCuLU5rNnU9pX,,0.53,0.0779,10.0,-28.473,0.0,0.167,0.996,0.947,0.163,0.412,63.344,126885.0,4.0
Eli Rainsberry,A Monster's Expedition (Original Game Soundtrack),A Sit by the Water,2024-04-18 19:14,1JqKC6iDxUXaCzWyFQW7Oz,,0.0,0.00841,0.0,-28.566,0.0,0.0,0.993,0.931,0.108,0.0,0.0,96000.0,0.0
Jake Eaw,Fall 2021 Anime Piano Vol.2,Hikare Inochi,2024-04-18 19:13,4WtqjjSiGYHORMr6VX3td1,,0.592,0.769,2.0,-5.268,1.0,0.0311,0.319,4.66e-06,0.137,0.385,102.033,322147.0,4.0
Sebastian Thomas,Minutes of Minute Miniatures,Prelude 1 (Recomposed),2024-04-18 19:11,0AIWC4sO42tZQ2y9YHSatp,,0.287,0.0301,0.0,-39.846,1.0,0.0309,0.995,0.89,0.0961,0.224,88.039,85449.0,4.0
Million Eyes,In the Wind,Up the Winding Stairs,2024-04-18 19:09,7mdWTG5Sf8uK7QmVoVXGrm,,0.351,0.36,0.0,-6.933,1.0,0.0277,0.516,0.0,0.144,0.397,146.14,237044.0,4.0
Hikaru Shirosu,Op. 1,Fantasie No. 1 in F-Sharp Major Stories of a Figure Skater - Day Off,2024-04-18 19:06,7nAfKM5DZhaNf85eNlzbUY,,0.478,0.0455,6.0,-22.183,1.0,0.0431,0.993,0.928,0.0709,0.243,65.226,174661.0,5.0
Twoset Violin,Fantasia,Prelude,2024-04-18 19:05,0iSge94y2ue4nyRSQpZ97L,,0.15,0.189,0.0,-18.281,1.0,0.0438,0.813,0.655,0.374,0.253,88.53,68594.0,4.0
Jake Eaw,Summer 2021 Anime Piano Vol.1,Koko De Ikiteru,2024-04-18 19:00,11WgwGpyH5ddXoUtTZcFqK,,0.418,0.258,9.0,-20.608,1.0,0.034,0.945,0.947,0.113,0.429,95.1,84050.0,4.0
Hikaru Shirosu,Lukewarm Tea (Tokyo Lo-Fi Mix),Lukewarm Tea - Tokyo Lo-Fi Mix,2024-04-18 18:57,5A3e5ZQa6sgPqnYSEtZZNV,,0.689,0.0555,5.0,-22.601,1.0,0.0408,0.99,0.923,0.136,0.156,71.577,118058.0,4.0
Claire Waluch,The Legend of Zelda: Acoustic Piano Covers,Midna's Lament (From Twilight Princess Ost),2024-04-18 18:52,05sMrrq1NIeSdaPFYkAWHB,,0.466,0.0747,9.0,-20.196,0.0,0.0383,0.981,0.939,0.0916,0.0663,130.649,111548.0,3.0
Lullatone,music for museum gift shops,falling asleep with a book on your chest (piano version),2024-04-18 18:49,1y8fSYhcni48o0VEEayNyQ,,0.639,0.365,2.0,-13.516,1.0,0.0634,0.994,0.745,0.158,0.894,127.932,125146.0,4.0
Shintaro Aoki,Tone of Inanna #03,Fushigi of Inanna - Solfeggio 528Hz - Impro#30 211216,2024-04-18 18:48,5Zh9slcwf26PLChI6JggOd,,0.568,0.0934,5.0,-22.411,1.0,0.0432,0.993,0.848,0.071,0.335,139.977,95573.0,3.0
Hikaru Shirosu,Op. 1,Nocturne No. 2 in B-Flat Major Unused Umbrella,2024-04-18 18:44,1L1eKZEkVUEZXA50qWocOe,,0.647,0.125,10.0,-21.149,1.0,0.0577,0.995,0.926,0.112,0.225,139.76,202363.0,4.0
Mercuzio Pianist,L' Autre Valse d'Amélie,L' Autre Valse d'Amélie - From Amélie,2024-04-18 18:43,32xbjdkJDrLwpDVvggLkSZ,,0.505,0.162,1.0,-23.254,1.0,0.0417,0.986,0.879,0.137,0.0506,73.36,90842.0,4.0
Jake Eaw,Spring 2021 Anime Piano Vol. 2,Hands Up To The Sky,2024-04-18 18:41,0wZh95P5f5Snxmns15ErQa,,0.58,0.538,3.0,-4.242,0.0,0.256,0.0813,0.0,0.0989,0.758,174.071,148278.0,4.0
Itoko Toma,The Window,Lemon Grass,2024-04-18 18:39,4RjwaDKnRuNCtnBdCyOolu,,0.426,0.0548,4.0,-19.071,1.0,0.0413,0.981,0.953,0.0908,0.111,146.329,142300.0,3.0
Million Eyes,Trickle,Jours Vides,2024-04-18 18:37,4JQ4tJD2LcfzASQECmLbcc,,0.368,0.829,0.0,-4.365,1.0,0.0748,0.0917,0.000999,0.398,0.76,165.596,203093.0,4.0
Hikaru Shirosu,Fantasie No. 2 Op. 5 Time Warp,Fantasie No. 2 Op. 5 Time Warp,2024-04-18 18:34,3m4d0CV52nTF5Hn4sF4JCU,,0.571,0.0179,0.0,-32.799,0.0,0.144,0.974,0.88,0.108,0.158,69.493,230303.0,4.0
Rui Fujishiro,Sentimental Days,Day Trip,2024-04-18 18:32,3hrqbiVTLD6L0Q7MhPOmBr,,0.549,0.0189,8.0,-33.694,1.0,0.076,0.994,0.936,0.119,0.223,59.767,137000.0,4.0
Hikaru Shirosu,Prelude No. 2 Op. 7 Saxophone Quartet,Prelude No. 2 Op. 7 Saxophone Quartet,2024-04-18 18:22,7jzddgRM1rI7shJJLvirBd,,0.621,0.0626,10.0,-29.762,0.0,0.0664,0.993,0.919,0.143,0.209,65.692,209091.0,4.0
Genshin Vibe,CHILLMOOD (Lounge Edition),Mondstadt dream,2024-04-18 18:19,3AVHfwhZM2QdzyYjVEPEjt,,0.222,0.139,2.0,-17.36,1.0,0.035,0.919,0.964,0.109,0.277,79.799,81000.0,4.0
Jake Eaw,Winter 2022 Anime Piano Vol.2,Makoto Period,2024-04-18 18:18,3kHO5ywL3alsPDGwgC5oFf,,0.545,0.22,2.0,-21.425,1.0,0.0464,0.98,0.963,0.126,0.368,137.974,90555.0,4.0
Hikaru Shirosu,Op. 1: Multiverse,Etude No. 1 Snow Mountain in Edo Period,2024-04-18 18:12,4Gi7H0rHDqzAgZ53e7hvDJ,,0.713,0.0192,0.0,-27.908,0.0,0.0408,0.977,0.632,0.0712,0.152,68.027,187059.0,4.0
Nobuaki Nobusawa,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,B-MESSENGER -STRINGS QUARTET-,2024-04-18 18:11,571RkdjnaMLRRLZAKLaGV2,,0.0,0.128,4.0,-18.253,0.0,0.0,0.846,0.0155,0.0942,0.0,0.0,111387.0,0.0
Toshifumi Hinata,オーガニック・スタイル 日向敏文 the BEST ～In the Twilight～,Epilogue,2024-04-18 18:08,0NxCQL5OFodinhM1GO5dxi,,0.187,0.261,2.0,-14.007,0.0,0.0442,0.959,0.815,0.111,0.0936,100.311,106333.0,4.0
Hikaru Shirosu,Op. 2,Prelude No. 4 I. School Rooftop,2024-04-18 18:04,34gOBToinZmhYAOifJF0lB,,0.442,0.0372,5.0,-23.26,1.0,0.0527,0.99,0.94,0.0854,0.0814,158.434,120000.0,3.0
Jordy Chandra,Genshin Impact - Guizhong's Lullaby,Guizhong's Lullaby (Night Version),2024-04-18 18:02,4I3fqkRWqdxi7abRxSZhhS,,0.28,0.393,0.0,-6.792,1.0,0.0279,0.452,0.0,0.367,0.303,156.48,189493.0,4.0
zmi,Piano Diary,November 13th 2021,2024-04-18 17:59,4ELlApMhNmjD5Pb9FpDwSv,,0.66,0.831,4.0,-8.612,0.0,0.05,3e-06,0.842,0.174,0.757,140.015,194493.0,4.0
Hikaru Shirosu,Piano in Nature,Tea-Picking Song in Nature,2024-04-18 17:55,65NME1spuXFRIz0b8CTJBR,,0.24,0.133,2.0,-26.254,1.0,0.0666,0.951,0.0153,0.361,0.153,77.315,178022.0,4.0
Claire Waluch,Astral Observatory (From the Legend of Zelda: Majora's Mask),Astral Observatory (From the Legend of Zelda: Majora's Mask),2024-04-18 17:51,6gw2tRmRjPUaycckWMYJPe,,0.275,0.0304,5.0,-25.166,1.0,0.059,0.983,0.921,0.0968,0.0469,173.337,84703.0,3.0
Jacob LaVallee,Enigma,Enigma,2024-04-18 17:49,4gPuYeIEZRutUTkLCpOrdP,,0.192,0.0534,4.0,-29.643,0.0,0.0378,0.922,0.0539,0.367,0.0345,108.603,141456.0,3.0
Yu-Peng Chen,Genshin Impact - Realm of Tranquil Eternity (Original Game Soundtrack),Lingering Blossom,2024-04-18 17:43,4p5cuOjbtCMX5JMmuEoL6G,,0.349,0.0634,5.0,-22.187,1.0,0.0342,0.973,0.963,0.11,0.337,72.111,69493.0,4.0
URE Relaxing,Relaxing Piano Studio Ghibli Complete Collection - スタジオジブリピアノメドレー - 지브리 스튜디오 피아노 - 吉卜力工作室鋼琴 Vol.02,Path of the Wind (Piano Version),2024-04-18 17:41,19TfDZ4BYDaDNKt18g6Jyf,,0.479,0.0616,5.0,-24.121,0.0,0.0702,0.996,0.951,0.125,0.585,170.839,103681.0,4.0
Austin Farwell,Drifting Away,Drifting Away,2024-04-18 17:38,2eNGGlykvjQyStOU7DBHvE,,0.324,0.00789,0.0,-29.613,1.0,0.0392,0.988,0.874,0.0993,0.0738,127.994,165365.0,4.0
Claire Waluch,Soothing Super Mario Piano,Piranha Plant's Lullaby (From Super Mario 64),2024-04-18 17:33,368QUhwf0JdG9STwoT3Mye,,0.431,0.00745,7.0,-24.707,1.0,0.109,0.996,0.924,0.126,0.178,205.029,151577.0,3.0
Ben Crosland,The Turn,The Hourglass,2024-04-18 17:28,6AUxUEdwGIBjnUaifqYOHe,,0.441,0.146,4.0,-22.778,1.0,0.0492,0.963,0.934,0.111,0.102,112.506,120747.0,3.0
Hikaru Shirosu,Going Home at 5 A.M. (Tokyo Lo-Fi HipHop Mix),Going Home at 5 A.M. - Tokyo Lo-Fi HipHop Mix,2024-04-18 17:26,6XomlZ797wbKRS8h5PtAJd,,0.591,0.075,8.0,-24.907,1.0,0.0649,0.937,0.656,0.254,0.492,78.013,132308.0,3.0
Yu-Peng Chen,Genshin Impact - City of Winds and Idylls (Original Game Soundtrack),Twilight Serenity - Genshin Impact Main Theme Var.,2024-04-18 17:20,7vjUKeUegfDgmDGWn7muyc,,0.102,0.085,9.0,-21.643,1.0,0.0358,0.966,0.908,0.105,0.0395,71.23,101555.0,3.0
Isaiah Rashad,The Sun's Tirade,Park,2024-04-18 5:03,5hqh0JUxRShhqdaxu7wlz5,,0.856,0.632,7.0,-10.068,1.0,0.277,0.17,0.0,0.306,0.543,100.034,173291.0,4.0
Kanye West,ye,I Thought About Killing You,2024-04-18 4:38,0yhxBvedRdGxsPZHJNI4VA,,0.752,0.396,2.0,-7.932,1.0,0.411,0.867,0.0,0.0486,0.417,116.016,274187.0,4.0
Future,WE DON'T TRUST YOU,We Don't Trust You,2024-04-17 22:56,1pnDvUuAEd6z8bKEsbAjk1,,0.779,0.508,6.0,-7.169,0.0,0.271,0.478,0.000439,0.243,0.346,124.091,226213.0,4.0
Trippie Redd,A Love Letter To You 4,The Grinch,2024-04-17 6:11,2VKHWIONh47ntN7wyoSxEQ,,0.721,0.496,8.0,-6.296,1.0,0.0645,0.14,0.000101,0.102,0.18,81.499,91288.0,4.0
Key Glock,Son Of A Gun,Son Of A Gun,2024-04-17 6:02,5ClRKRmW1p6RQcdwzY1kNJ,,0.766,0.907,10.0,-5.742,0.0,0.0356,0.00496,0.119,0.25,0.303,130.01,106827.0,4.0
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Dreamcatcher (feat. Swae Lee & Travis Scott),2024-04-17 5:58,22ykS8KWpd2r4zcRZ0XMK5,,0.674,0.23,1.0,-10.363,0.0,0.203,0.191,0.0,0.104,0.102,173.963,211920.0,4.0
Ricky Not Montgomery,Fallen Down,Fallen Down,2024-04-16 22:37,4k6LlPJkzUA3TmgPeVXND1,,0.546,0.0778,2.0,-19.265,1.0,0.0322,0.979,0.876,0.113,0.486,89.978,66667.0,4.0
Jake Eaw,Spring 2021 Anime Piano Vol. 2,Linaria,2024-04-16 22:18,6D4QvnWSFEHZnRrPUvBdD6,,0.279,0.98,1.0,-5.171,0.0,0.114,1.9e-05,0.794,0.226,0.405,119.97,233400.0,3.0
Toshifumi Hinata,東京ラブストーリー,Promise,2024-04-16 22:17,6dl9CLsX1YMILAq5qQgkIo,,0.575,0.186,7.0,-18.468,0.0,0.039,0.995,0.832,0.111,0.307,150.261,104973.0,4.0
Lullatone,Corduroy,Corduroy,2024-04-16 22:16,7FGULiYUHTmlpOmvZ4NNW2,,0.454,0.00748,4.0,-27.67,1.0,0.041,0.995,0.94,0.108,0.795,70.717,90012.0,3.0
Katsu Hoshi,Only Yesterday Original Soundtrack,The Beach Of Memories,2024-04-16 22:15,5HgGaIUo5zA0fSfrTHROkZ,,0.184,0.118,10.0,-24.132,1.0,0.0379,0.982,0.965,0.145,0.0392,81.262,64760.0,4.0
Vincent Diamante,Sky (Original Game Soundtrack) Vol. 1,Painting,2024-04-16 22:13,6SQxzjbQ6rFkzFC0vbTZBL,,0.664,0.344,3.0,-9.667,1.0,0.0349,0.778,0.000425,0.157,0.297,113.775,258520.0,4.0
URE Relaxing,Relaxing Piano Studio Ghibli Complete Collection - スタジオジブリピアノメドレー - 지브리 스튜디오 피아노 - 吉卜力工作室鋼琴 Vol.02,Merry Go Round of Life (Piano Version),2024-04-16 22:11,3kuXyyNz49QCLhTdzKHn8Z,,0.518,0.253,9.0,-21.847,1.0,0.0608,0.992,0.948,0.119,0.742,180.039,108094.0,4.0
Takumi Kaneko,Unwind,perspective,2024-04-16 22:09,15ri8xT1Ep2kXUHbwoyFmL,,0.421,0.0132,10.0,-29.458,0.0,0.0569,0.995,0.882,0.104,0.0483,150.166,126377.0,4.0
Jake Eaw,Winter 2021 Anime Piano Vol. 2,Storyseeker,2024-04-16 22:08,3SyNzimEhoh6q2uPwjXPRL,,0.537,0.342,2.0,-17.816,1.0,0.0426,0.987,0.956,0.117,0.155,112.025,90424.0,4.0
Takeshi Kobayashi,「世界から猫が消えたなら」オリジナルサウンドトラック,突然の予告,2024-04-16 22:06,7rU6Iebxzlvqy5t857bKFq,,0.648,0.875,2.0,-5.141,0.0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,294493.0,4.0
Lullatone,music for museum gift shops,going to buy some strawberries (piano version),2024-04-16 22:05,19fzZVinpjx2AR745i28KI,,0.317,0.188,10.0,-15.92,1.0,0.0312,0.965,0.9,0.0778,0.106,80.531,227000.0,4.0
Jordy Chandra,Genshin Impact - Guizhong's Lullaby,Guizhong's Lullaby (Guzheng),2024-04-16 22:03,0n2sLg3mtyxqGZMtGf0Uow,,0.541,0.00399,6.0,-27.06,1.0,0.0822,0.994,0.731,0.136,0.188,125.023,92160.0,4.0
Itoko Toma,Cerasus Itosakura,Cerasus Itosakura,2024-04-16 21:57,3noez6pGo2bjauoo5CnJnn,,0.575,0.0579,0.0,-21.086,0.0,0.0418,0.995,0.749,0.108,0.217,90.897,135023.0,3.0
Marika Takeuchi,Dreamer in the Dark,Beyond,2024-04-16 21:54,08gIemaUaTeWgblinBA5pt,,0.533,0.231,8.0,-19.206,1.0,0.0461,0.9,0.917,0.104,0.0665,115.004,179734.0,4.0
Playboi Carti,Whole Lotta Red,Vamp Anthem,2024-04-16 7:34,4CzhtKifG867Lu5DNQVBSA,,0.642,0.69,11.0,-5.101,1.0,0.261,0.00599,1.3e-06,0.322,0.641,164.075,124094.0,4.0
Drake,Dark Lane Demo Tapes,When to Say When,2024-04-16 7:30,1wFFFzJ5EsKbBWZriAcubN,,0.527,0.492,1.0,-9.774,1.0,0.279,0.0047,0.0,0.306,0.234,164.005,456934.0,4.0
Baby Keem,The Melodic Blue,vent,2024-04-16 7:26,1ITpqT1kDATCtMBwOK7sYn,,0.896,0.377,9.0,-5.502,1.0,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,136573.0,4.0
JAY-Z,Watch the Throne,Why I Love You,2024-04-16 6:57,4bDPr2VAjcfgUDmN9dGOC3,,0.48,0.808,5.0,-4.133,1.0,0.0423,0.0259,0.0,0.267,0.37,123.387,201453.0,4.0
Pop Smoke,Faith,Tell the Vision (feat. Kanye West & Pusha T),2024-04-16 6:46,2UwALqx6yOsXTFt7zRxnts,,0.662,0.686,7.0,-8.302,1.0,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000.0,4.0
Future,WE DON'T TRUST YOU,TYPE SHIT,2024-04-16 6:11,15dWsK6pH4OAEKD2aUt1aY,,0.662,0.461,2.0,-5.17,1.0,0.0699,0.013,1.51e-05,0.114,0.167,145.013,228267.0,4.0
Trippie Redd,LIFE'S A TRIP,Dark Knight Dummo (feat. Travis Scott),2024-04-16 5:53,1pfwOQKJsRRBf6NdYO4Qog,,0.378,0.817,8.0,-3.071,0.0,0.0911,0.151,0.0,0.149,0.257,121.079,256163.0,4.0
Kanye West,JESUS IS KING,Closed on Sunday,2024-04-16 5:32,3JWiDGQX2eTlFvKj3Yssj3,,0.799,0.291,11.0,-7.353,0.0,0.0318,0.873,0.000641,0.139,0.406,97.984,151873.0,4.0
Camille Saint-Saëns,Saint-Saëns: Organ Symphony; Bacchanale; Danse Macabre; Carnaval des Animaux,Carnival of the Animals R. 125: Aquarium,2024-04-14 21:02,0W4kuUA1ZoBrJ6ELXRgLE9,,0.192,0.0371,9.0,-35.398,0.0,0.0409,0.984,0.937,0.129,0.147,136.147,151173.0,3.0
Johann Sebastian Bach,Johann Sebastian Bach,Herz und Mund und Tat und Leben Cantata BWV 147: Jesu Joy of Man's Desiring (Arr. Myra Hess for Piano),2024-04-14 20:57,7E4xdWMzpLb0mjrI6ONvm4,,0.156,0.105,7.0,-20.024,1.0,0.0383,0.975,0.915,0.171,0.183,65.971,201520.0,3.0
Gabriel Fauré,French Festival,Sicilienne Op. 78 (arr. for orchestra),2024-04-14 20:54,7uGumfAbZ4lROA6wr0LP5E,,0.293,0.0677,3.0,-24.559,1.0,0.0472,0.981,0.945,0.104,0.0994,122.828,211920.0,5.0
Frédéric Chopin,Chopin: Préludes,Preludes Op. 28: No. 4 Largo,2024-04-14 20:51,5XfmcJMAaifjRrIdLaXVLm,,0.376,0.0164,9.0,-25.933,0.0,0.0475,0.991,0.866,0.116,0.0364,108.821,131200.0,4.0
George Gershwin,Gershwin: Piano Works,Song Book: That Certain Feeling. Ardently,2024-04-14 20:50,5wdTS5phmn9ehfcAreEyvb,,0.478,0.0219,3.0,-29.591,1.0,0.0607,0.995,0.905,0.0981,0.0631,118.163,96267.0,4.0
