Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Roddy Ricch,Survivor’s Remorse,Survivor’s Remorse,2024-06-14 20:18,4Xg53MegsZ6MRIbZ2kE6Eh,,0.674,0.417,5.0,-7.437,0.0,0.0623,0.184,0.0,0.356,0.204,135.939,156646.0,4.0
Gunna,a Gift & a Curse,back to the moon,2024-06-14 20:11,3OGCNLxpBmTYRxPZg2yDE5,,0.767,0.662,5.0,-4.856,0.0,0.0578,0.103,0.0,0.123,0.259,143.943,193333.0,4.0
Rich Amiri,GHETTO FABULOUS,OUTTA THERE,2024-06-14 20:08,2dETM1UnYgkRncciMUMNQV,,0.668,0.547,1.0,-5.514,1.0,0.0393,8.32e-05,1.57e-05,0.203,0.386,149.174,132038.0,4.0
Playboi Carti,Die Lit,No Time (feat. Gunna),2024-06-14 20:00,5pHJv0bgNsT9nPoK2BjNBn,,0.943,0.763,5.0,-5.568,0.0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,219453.0,4.0
Roddy Ricch,Please Excuse Me for Being Antisocial,Start Wit Me (feat. Gunna),2024-06-14 19:54,7A20WnLkjtZU2d7hIB6Ziu,,0.886,0.479,4.0,-8.054,0.0,0.334,0.077,0.0,0.135,0.408,130.029,158692.0,4.0
Gunna,a Gift & a Curse,go crazy,2024-06-14 19:45,6YD8EpsddOfEwAhaymGu0Q,,0.827,0.541,6.0,-7.109,1.0,0.0539,0.516,0.0,0.107,0.584,132.988,173360.0,4.0
Playboi Carti,Playboi Carti,Location,2024-06-13 23:49,3yk7PJnryiJ8mAPqsrujzf,,0.717,0.79,11.0,-4.213,1.0,0.2,0.33,0.000125,0.518,0.371,125.985,168784.0,4.0
Frank Ocean,channel ORANGE,Pyramids,2024-06-13 23:16,4QhWbupniDd44EDtnh2bFJ,,0.4,0.65,5.0,-6.104,0.0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,592920.0,4.0
Daprinski,Chorégraphies de l'ordinaire (Instrumentals),Chorégraphie du départ - Instrumental,2024-06-12 1:41,5Bwsd6OGX5VOF4DK5REsvE,,0.626,0.16,9.0,-20.377,0.0,0.0407,0.904,0.9,0.0872,0.37,99.828,113800.0,4.0
Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Theory of Everything,2024-06-12 1:36,5ay0cvjtVAbMLOe8gTadFh,,0.336,0.044,7.0,-29.255,0.0,0.0456,0.982,0.96,0.221,0.0666,90.243,172444.0,4.0
Yann Tiersen,Le fabuleux destin d'Amélie Poulain (Bande originale du film),Comptine d'un autre été L'Après-midi,2024-06-12 1:25,14rZjW3RioG7WesZhYESso,,0.483,0.192,4.0,-15.378,0.0,0.0469,0.991,0.908,0.106,0.0542,100.848,140733.0,4.0
Joe Hisaishi,The Boy and the Heron - Original Soundtrack,Ask Me Why (Mother's Message),2024-06-12 0:30,104EutLydSehDHiEjmtdBo,,0.506,0.0444,7.0,-20.158,1.0,0.0578,0.995,0.958,0.0836,0.164,123.704,108533.0,4.0
Laurindo Almeida,Classical Current,The Lamp Is Low,2024-06-12 0:19,4QzZVJc6qPTtTkPem7qZRo,,0.486,0.313,7.0,-14.323,1.0,0.0252,0.894,0.948,0.167,0.199,102.605,170791.0,4.0
Joe Hisaishi,Laputa: Castle in the Sky Soundtrack -The Mystery of the Levitation Stone-,Castle in the Sky,2024-06-12 0:14,2Ao6YVkmWdg7SYA98mVMYa,,0.376,0.00541,8.0,-29.44,0.0,0.0351,0.957,0.957,0.117,0.0543,65.964,102973.0,4.0
Edward Elgar,Elgar: Cello Concerto,Elgar: Cello Concerto in E Minor Op. 85: I. Adagio - Moderato,2024-06-11 23:26,5pjDwtMPly0cNMbuGXhUOI,,0.148,0.0722,4.0,-25.217,0.0,0.0427,0.944,0.148,0.115,0.0467,87.882,478573.0,4.0
Henri Van Gael,Miniatures and Collectibles,La Voix Du Coeur The Voice of the Heart (Arr. C Ferreira),2024-06-11 22:54,3zgQHblUM4t8JkX7rRLAZI,,0.413,0.283,9.0,-12.483,1.0,0.0294,0.885,1.33e-05,0.0987,0.276,95.899,237267.0,4.0
Giuseppe De Maglie,Nocturne in C Minor Op.16,Nocturne in C Minor Op.16,2024-06-11 22:52,5Q6Yl87BTK0wbGY7XGFZhx,,0.351,0.00593,4.0,-36.521,0.0,0.0393,0.991,0.941,0.0499,0.125,64.894,192400.0,3.0
Mayo.,804,Yama,2024-06-10 23:44,2g4luJjAgaj6NL6bmXB9Se,,0.499,0.64,7.0,-7.657,0.0,0.0539,0.682,0.823,0.0832,0.328,153.987,95065.0,4.0
Kanye West,Donda,Junya,2024-06-10 3:46,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Franz Gordon,The French Library,The French Library,2024-06-10 3:09,4mUR85BBdJlW6cis1NAT0D,,0.322,0.368,5.0,-14.497,1.0,0.0306,0.652,0.000193,0.124,0.317,103.497,425160.0,4.0
Kanye West,Donda,Ok Ok,2024-06-09 23:55,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,Donda,Jonah,2024-06-09 23:52,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,Donda,God Breathed,2024-06-09 23:33,5JaSg0AYyAMMLjyGGDrrCm,,0.325,0.311,10.0,-7.481,1.0,0.0442,0.289,6.74e-05,0.11,0.0789,92.744,333462.0,3.0
Kanye West,Donda,Jail,2024-06-09 23:28,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,Donda,Donda Chant,2024-06-09 23:27,7eSSmgq26BXr7xay3WKjfi,,0.702,0.0474,3.0,-15.198,0.0,0.526,0.00516,1.22e-06,0.147,0.175,102.983,52062.0,4.0
C418,Minecraft - Volume Alpha,Living Mice,2024-06-09 20:18,4x79cjezqX3yd15rSrAVFF,,0.431,0.0573,7.0,-22.465,1.0,0.0403,0.883,0.609,0.0484,0.0395,74.97,177500.0,4.0
C418,Minecraft - Volume Alpha,Death,2024-06-09 20:17,4B6A1T91lF1IRKkBVwUzWe,,0.539,0.198,11.0,-31.238,0.0,0.835,0.837,0.00549,0.359,0.21,58.309,41500.0,4.0
C418,Minecraft - Volume Alpha,Door,2024-06-09 20:12,6PR3ZUCnxtQTEu30qgZLwT,,0.459,0.112,5.0,-17.378,1.0,0.0396,0.974,0.939,0.093,0.0781,65.243,111438.0,5.0
Chance the Rapper,Coloring Book,All We Got (feat. Kanye West & Chicago Children's Choir),2024-06-09 19:55,3ZLyt2ndLFBh148XRYjYYZ,,0.531,0.544,0.0,-8.615,0.0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,203794.0,4.0
Kanye West,The Life of Pablo,Saint Pablo,2024-06-09 19:49,1o0kWPueYo94LIjPYOE5Nf,,0.461,0.772,2.0,-3.98,0.0,0.375,0.282,0.0,0.178,0.414,167.018,372113.0,4.0
Kanye West,The Life of Pablo,Fade,2024-06-09 19:36,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Facts (Charlie Heat Version),2024-06-09 19:33,3MnbXlC1N7GdS9M8HzA6no,,0.777,0.662,1.0,-3.761,0.0,0.143,0.0518,0.0,0.168,0.4,142.059,200733.0,4.0
Kanye West,The Life of Pablo,No More Parties in LA,2024-06-09 19:27,0zLClc0emc6qUeV1p5nc99,,0.508,0.921,5.0,-1.644,1.0,0.303,0.246,0.0,0.221,0.681,93.058,374413.0,4.0
Kanye West,The Life of Pablo,30 Hours,2024-06-09 19:21,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Siiiiiiiiilver Surffffeeeeer Intermission,2024-06-09 19:20,1ZnA4VYOlYIShuGt60LmCs,,0.788,0.409,9.0,-11.917,1.0,0.881,0.982,0.000203,0.11,0.925,72.623,56560.0,4.0
Kanye West,The Life of Pablo,Frank's Track,2024-06-09 19:20,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Wolves,2024-06-09 19:15,432hUIl3ISDeytYW5XBQ5h,,0.395,0.392,1.0,-8.034,1.0,0.0925,0.219,0.00173,0.134,0.103,155.856,301587.0,4.0
Kanye West,The Life of Pablo,Real Friends,2024-06-09 19:10,66Q3fAmSX5eHamgbKa9alP,,0.441,0.744,6.0,-6.248,0.0,0.476,0.262,0.000382,0.138,0.124,81.396,251573.0,4.0
Kanye West,The Life of Pablo,FML,2024-06-09 19:06,5tEaVciE2GnR28aN6W9cLS,,0.774,0.818,4.0,-2.825,0.0,0.145,0.127,0.0,0.0529,0.438,142.084,209577.0,4.0
Kanye West,The Life of Pablo,Waves,2024-06-09 19:03,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,I Love Kanye,2024-06-09 19:03,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Freestyle 4,2024-06-09 19:01,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Highlights,2024-06-09 18:57,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Low Lights,2024-06-09 18:55,36o4taPyOdnOMf01ERmn9a,,0.603,0.593,7.0,-4.685,1.0,0.109,0.706,0.0,0.121,0.523,101.956,131773.0,4.0
Kanye West,The Life of Pablo,Feedback,2024-06-09 18:53,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Famous,2024-06-09 18:49,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Pt. 2,2024-06-09 18:47,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Kanye West,The Life of Pablo,Ultralight Beam,2024-06-09 18:38,1eQBEelI2NCy7AUTerX0KS,,0.592,0.403,0.0,-8.768,0.0,0.414,0.62,0.0,0.54,0.391,105.169,320680.0,4.0
Samuel Barber,Barber: Adagio for Strings,Barber: Adagio for Strings,2024-06-09 2:03,1CSaCKPIp2yCIDL3t7Fyau,,0.102,0.0733,10.0,-24.133,0.0,0.0488,0.974,0.859,0.28,0.0308,73.954,537427.0,3.0
Yehezkel Raz,Preludes Book 1 - Streams,Before You Left,2024-06-08 0:58,6IVIZuZrtuSlSPghHR1vRU,,0.473,0.00366,0.0,-37.476,0.0,0.0358,0.995,0.956,0.0996,0.296,94.988,110900.0,3.0
Joe Hisaishi,Spirited Away Soundtrack,A Road to Somewhere,2024-06-08 0:56,12CWJ1dvXyGikpqh02gQx7,,0.195,0.0605,5.0,-28.516,0.0,0.0394,0.93,0.674,0.376,0.119,84.528,127533.0,4.0
Rolelush,Anime and Game on Piano,Nocturne in the Afternoon (Soundtrack from the Anime Angel Beats),2024-06-08 0:43,5AzxXoQO0dgJzN4jFJKatc,,0.315,0.00249,8.0,-41.272,1.0,0.0454,0.993,0.883,0.0905,0.255,71.576,103645.0,4.0
Pianovus,Passacaglia (Piano Version),Passacaglia (Piano Version),2024-06-08 0:37,7tA2yJHI46hAbu4rGU5fmD,,0.482,0.168,9.0,-22.221,0.0,0.0531,0.959,0.928,0.088,0.242,122.69,155000.0,4.0
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Reborn,2024-06-07 2:19,4RVbK6cV0VqWdpCDcx3hiT,,0.585,0.597,0.0,-7.499,1.0,0.037,0.339,0.0404,0.195,0.227,100.051,324674.0,4.0
Maurizio Furlani,Romantic Piano & Strings,Devotion - String Version,2024-06-07 2:04,12BB5t506Of3s3NPBoKScC,,0.485,0.755,8.0,-6.839,0.0,0.0705,0.826,0.0,0.329,0.816,123.495,97493.0,4.0
Xiaoxi Levistre,FOLD,FOLD,2024-06-07 2:03,09fTz0Yi8Uf6ZxEv08g1j1,,0.732,0.516,9.0,-6.835,1.0,0.0288,0.229,0.0,0.111,0.381,124.948,153516.0,4.0
Carl Philipp Emanuel Bach,Piano Exam Pieces 2021 & 2022 ABRSM Grade 6,Solfeggietto in C minor Wq. 117/2,2024-06-07 2:01,5CkH1gAVbkhFCzxOgNtK0v,,0.276,0.197,5.0,-24.951,0.0,0.056,0.992,0.919,0.1,0.4,75.641,58227.0,4.0
Andrea Guerra,Coco Chanel,Memorie del passato,2024-06-07 2:00,7M31QjH1OK6GSnILBB9Beq,,0.27,0.00319,5.0,-40.954,1.0,0.0433,0.945,0.512,0.0692,0.224,71.918,59947.0,3.0
Rafael Krux,Prelude for 2 Cellos,Prelude for 2 Cellos,2024-06-07 1:50,05wcENjdczP23mxt3qFihI,,0.863,0.567,9.0,-9.629,0.0,0.0735,0.985,0.928,0.103,0.963,89.989,103800.0,1.0
Benny Garner,Soft Piano Covers,Prelude in C,2024-06-07 1:48,0AoklugadsjYsNpOdidHpF,,0.544,0.246,0.0,-14.357,1.0,0.0607,0.872,0.000568,0.108,0.676,99.586,220373.0,4.0
Frank Kim,The World of Hayao Miyazaki Anime Musics for Violin and Piano,Merry Go Round of Life from Howl's Moving Castle(Original Motion Picture Soundtrack) [feat. Sue],2024-06-07 1:46,39uLYYZytVUwcjgeYLI409,,0.239,0.287,7.0,-12.565,0.0,0.0388,0.876,0.644,0.122,0.185,71.608,311107.0,3.0
Martin Bloch,Pianissimo,Bach - Prelude No1,2024-06-07 1:43,5OCFqVo5y6wVxNsp5BY0cn,,0.153,0.0197,0.0,-36.696,1.0,0.0402,0.996,0.971,0.0807,0.191,67.532,122000.0,4.0
CelloDeck Yoonkyung Cho,My Way,The Swan,2024-06-07 1:40,0Yi9awNq0m9DQhFupjjkeo,,0.119,0.236,7.0,-12.542,1.0,0.0523,0.988,0.85,0.102,0.0526,73.42,183124.0,1.0
Ludwig Minkus,MINKUS: Don Quixote,Don Quixote: Act I: Quiteria And Basilio,2024-06-07 1:37,4DbubIfBQMDyvpujTicfgw,,0.119,0.0169,4.0,-27.204,0.0,0.0434,0.979,0.913,0.18,0.0714,177.707,114467.0,5.0
Friedrich Burgmüller,Friedrich Burgmüller: 25 Leichte Etuden Op. 100,25 Ètudes Faciles Et Progressives Op. 100: VII. Courant Limpide,2024-06-07 1:36,4mOkfSvoa1qBfu4bNn1GBP,,0.159,0.142,2.0,-26.202,1.0,0.0445,0.99,0.9,0.11,0.412,133.628,66133.0,4.0
Tyufyakin Konstantin,Tell Me a Story,It Happened One Night...,2024-06-07 1:34,5wJSueXgkDE7gbB9EOJR6x,,0.306,0.0727,0.0,-19.463,0.0,0.0514,0.992,0.944,0.162,0.157,183.673,95267.0,3.0
Markus Porsklev,A weekend of classical studies,Old french song Opus 39 - P.I. Tchaikowsky,2024-06-07 1:31,6yYmXzhT5dvI1WOlPf4hHi,,0.563,0.0334,7.0,-29.759,0.0,0.0675,0.996,0.941,0.087,0.648,80.4,56000.0,4.0
Carlos Marquez,minimal piano nocturnes,minimal nocturne no. 4,2024-06-07 1:27,0hwVfJLOcQvlZobOLaCN5A,,0.347,0.176,1.0,-23.188,1.0,0.0511,0.982,0.961,0.0876,0.0447,122.528,93063.0,3.0
Andy Morris,Victor's Piano Solo Chopin Style,Victor's Piano Solo Chopin Style,2024-06-07 1:26,5DI9mehcA8Nf4v556jn49g,,0.481,0.0365,4.0,-21.233,1.0,0.0371,0.985,0.945,0.123,0.0579,75.276,158771.0,4.0
CelloDeck Yoonkyung Cho,My Way,Swan Lake,2024-06-07 1:23,0Yi9awNq0m9DQhFupjjkeo,,0.119,0.236,7.0,-12.542,1.0,0.0523,0.988,0.85,0.102,0.0526,73.42,183124.0,1.0
Frank Ocean,channel ORANGE,Thinkin Bout You,2024-06-06 21:01,7DfFc7a6Rwfi3YQMRbDMau,,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747.0,4.0
Isaiah Rashad,Smile,Smile,2024-06-06 20:53,3UNoPBNWST9mQleI5T53zL,,0.783,0.563,2.0,-8.132,1.0,0.276,0.537,0.0,0.392,0.517,132.155,203372.0,4.0
Chance the Rapper,Acid Rap,Acid Rain,2024-06-06 20:49,0yLsJKNJHmSnmSGl3ZodYn,,0.727,0.527,9.0,-7.111,1.0,0.252,0.218,0.000228,0.113,0.102,84.471,216313.0,4.0
Nico Segal,Surf,Questions,2024-06-06 20:48,6y0eiewGRYSrDMHNm1bkuw,,0.806,0.448,8.0,-11.636,1.0,0.141,0.84,0.157,0.0859,0.428,116.05,114886.0,4.0
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Fire,2024-06-06 20:45,7oHkit3F3vimtsBbnZkU0G,,0.709,0.751,6.0,-3.801,1.0,0.16,0.472,4.71e-06,0.182,0.37,104.999,140527.0,4.0
Kendrick Lamar,DAMN.,HUMBLE.,2024-06-06 20:42,7KXjTSCq5nL1LoYtL7XAwS,,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000.0,4.0
Mac Miller,Swimming,What's the Use?,2024-06-06 20:37,2dgrYdgguVZKeCsrVb9XEs,,0.759,0.492,1.0,-10.338,0.0,0.12,0.736,0.00989,0.107,0.561,104.974,288640.0,4.0
Isaiah Rashad,The Sun's Tirade,Free Lunch,2024-06-06 20:29,5FX89IUKm9QJT9ymrmyK4k,,0.865,0.472,11.0,-7.359,0.0,0.237,0.223,5.39e-05,0.109,0.843,130.011,192029.0,4.0
Nico Segal,Surf,Caretaker,2024-06-06 20:27,2yyOV4CLMguFh4bOcutyvz,,0.667,0.179,0.0,-17.73,1.0,0.0431,0.822,4.18e-05,0.0934,0.237,131.061,95389.0,3.0
Chance the Rapper,Coloring Book,Blessings (feat. Ty Dolla $ign Anderson .Paak BJ The Chicago Kid Raury & Jamila Woods),2024-06-06 20:21,5IdQEHgtmj9th3OkfQKhf8,,0.381,0.462,8.0,-8.014,1.0,0.124,0.891,0.0,0.199,0.542,80.08,230017.0,4.0
Chance the Rapper,Coloring Book,Finish Line / Drown (feat. T-Pain Kirk Franklin Eryn Allen Kane & Noname),2024-06-06 20:14,7cyBdix7HId2onf99SrJBV,,0.792,0.829,5.0,-5.346,0.0,0.118,0.0669,7.46e-06,0.32,0.963,80.014,241773.0,4.0
Chance the Rapper,Coloring Book,Smoke Break (feat. Future),2024-06-06 20:10,1Uq3IOIy1CUlHUgP6vWpum,,0.705,0.453,3.0,-8.174,1.0,0.196,0.257,0.0,0.143,0.283,124.942,226494.0,4.0
Chance the Rapper,Coloring Book,How Great (feat. Jay Electronica & My cousin Nicole),2024-06-06 20:05,0OT0cCKbSmSMRvyWeqEFBq,,0.439,0.483,2.0,-9.449,1.0,0.315,0.477,0.0,0.553,0.292,78.442,337423.0,4.0
Chance the Rapper,Coloring Book,All Night (feat. Knox Fortune),2024-06-06 20:02,60xaS8mYBKUW4VQQ666N0T,,0.704,0.777,2.0,-5.729,1.0,0.195,0.0358,0.0,0.151,0.392,111.921,141542.0,4.0
Chance the Rapper,Coloring Book,Angels (feat. Saba),2024-06-06 19:55,0jx8zY5JQsS4YEQcfkoc5C,,0.771,0.647,5.0,-5.127,0.0,0.376,0.294,0.0,0.37,0.678,155.914,206240.0,4.0
Chance the Rapper,Coloring Book,Mixtape (feat. Young Thug & Lil Yachty),2024-06-06 19:50,0WCbhE2evMrIwRM0DlMy9k,,0.838,0.43,1.0,-5.868,1.0,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,292910.0,4.0
Chance the Rapper,Coloring Book,Same Drugs,2024-06-06 19:46,6m9qPYXmhge2QhBLfFKnVF,,0.461,0.293,6.0,-9.52,1.0,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,257775.0,4.0
Chance the Rapper,Coloring Book,Blessings (feat. Jamila Woods),2024-06-06 19:42,2VQc9orzwE6a5qFfy54P6e,,0.714,0.343,10.0,-7.641,1.0,0.38,0.723,5.48e-06,0.102,0.372,72.348,221940.0,4.0
Chance the Rapper,Coloring Book,D.R.A.M. Sings Special,2024-06-06 19:41,1sFstGV1Z3Aw5TDFCiT7vK,,0.725,0.601,1.0,-9.03,1.0,0.377,0.0321,0.0,0.0504,0.811,155.918,185062.0,4.0
Chance the Rapper,Coloring Book,Summer Friends (feat. Jeremih & Francis & The Lights),2024-06-06 19:36,338F7vvabAGlPytTKwZ1k3,,0.635,0.435,8.0,-9.506,1.0,0.0514,0.239,0.0,0.091,0.0563,77.048,187403.0,4.0
Chance the Rapper,Coloring Book,No Problem (feat. Lil Wayne & 2 Chainz),2024-06-06 19:31,0v9Wz8o0BT8DU38R4ddjeH,,0.652,0.795,11.0,-5.192,0.0,0.174,0.156,0.0,0.123,0.788,135.018,304607.0,4.0
Will Reagan,Tell All My Friends,Not in a Hurry,2024-06-06 19:22,4Xwry2rjyXZg9unm8QaRFL,,0.619,0.347,9.0,-10.686,1.0,0.0354,0.414,0.0,0.076,0.39,74.004,291198.0,4.0
Leeland,Better Word,Way Maker - Live,2024-06-06 19:14,0H4BGX7L8UfoD0g4wgXd0D,,0.468,0.655,4.0,-6.384,1.0,0.0296,0.0149,0.0,0.104,0.222,144.045,206440.0,4.0
Charity Gayle,Endless Praise,Thank You Jesus for the Blood,2024-06-06 19:08,60sFQOzyCYMNkVs0CPBnxy,,0.319,0.435,10.0,-8.181,1.0,0.0355,0.146,0.0,0.0995,0.296,120.503,332200.0,4.0
Jervis Campbell,Onward & Upward,Praise Him Forever,2024-06-06 19:04,4NcdSXmCndskIsEjYx2CuR,,0.507,0.702,9.0,-5.506,1.0,0.0284,0.348,8.06e-05,0.139,0.285,140.092,260483.0,4.0
Mass Anthem,Waymaker Worship,Because He Lives,2024-06-06 19:01,3qITrK6OiSMAbI7R8fYmLo,,0.563,0.196,2.0,-8.595,1.0,0.0299,0.727,0.0,0.118,0.272,79.972,135750.0,4.0
CalledOut Music,I Could Sing of Your Love,I Could Sing of Your Love,2024-06-06 18:59,2hJNZcuMgdH4Zv9W7oBDFv,,0.516,0.321,3.0,-12.192,1.0,0.0755,0.678,0.00412,0.243,0.748,180.041,132530.0,4.0
Hillside Recording,QUIET,QUIET - Acoustic,2024-06-06 18:56,7fY5bvnh1EDqF2SS4JnOKS,,0.38,0.169,2.0,-10.427,1.0,0.0385,0.929,0.0,0.0866,0.435,143.013,191667.0,4.0
Maverick City Music,Firm Foundation (He Won't),Firm Foundation (He Won't),2024-06-06 18:47,16UFXi7IGVGG1mUSBMHfh2,,0.172,0.559,1.0,-7.824,1.0,0.0424,0.324,0.0,0.0704,0.261,85.777,524757.0,1.0
Invadable Harmony,Once Upon a December,Once Upon a December,2024-06-06 6:26,2kf9er2OtWKnZsBcZuGJmY,,0.24,0.123,11.0,-20.49,0.0,0.0343,0.976,0.92,0.11,0.0918,144.117,150785.0,3.0
Super Guitar Bros,Ocarina of Time,Zelda,2024-06-06 6:08,47poqesSqWZd0HXvSaRKh3,,0.531,0.0306,4.0,-18.781,1.0,0.151,0.967,0.955,0.109,0.274,85.302,79114.0,3.0
Julius Pythoneus,What Falling In Love Feels Like,What Falling In Love Feels Like,2024-06-06 6:04,7bRkgXCLzOORPxfp2lVuUk,,0.416,0.101,8.0,-16.75,0.0,0.0362,0.986,0.939,0.124,0.0396,111.998,183655.0,3.0
Invadable Harmony,A Fragment of My Soul,A Fragment of My Soul,2024-06-06 5:37,1EZq4Asb6anMA1W0Y9TMfC,,0.619,0.0287,0.0,-23.575,0.0,0.0386,0.995,0.882,0.0944,0.0715,129.731,126644.0,3.0
Frédéric Chopin,The Nocturnes,Nocturne No. 2 in E-flat major Op. 9 No. 2,2024-06-06 5:15,61YM5SkqqeUjIBL7It56cs,,0.446,0.0146,10.0,-31.047,1.0,0.12,0.991,0.945,0.116,0.0815,137.697,302269.0,1.0
Sergei Rachmaninoff,Rachmaninov: Piano Concerto No.2,Piano Concerto No. 2 in C minor Op. 18: 2. Adagio sostenuto,2024-06-06 4:07,3CkbfNMYISwMGg2guJtTe4,,0.354,0.0322,2.0,-27.492,0.0,0.0435,0.992,0.955,0.104,0.0638,67.872,253413.0,4.0
¥$,VULTURES 1,DO IT,2024-06-05 22:52,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Tate McRae,THINK LATER,exes,2024-06-05 22:49,4E63weMCaNZuGPEFMnuEi8,,0.821,0.575,5.0,-6.57,0.0,0.0589,0.173,0.000242,0.114,0.611,136.962,159401.0,4.0
J. Cole,Born Sinner (Deluxe Version),Forbidden Fruit (feat. Kendrick Lamar),2024-06-05 22:36,1mvDFqbbmgmMmU6U4dIq5m,,0.84,0.504,1.0,-9.354,1.0,0.383,0.546,0.00131,0.211,0.406,110.027,268667.0,4.0
J. Cole,2014 Forest Hills Drive,G.O.M.D,2024-06-05 22:15,0Thqjtu54vKMP06pwZkAWp,,0.889,0.4,4.0,-10.586,0.0,0.26,0.322,1.32e-05,0.331,0.336,128.073,301064.0,4.0
J. Cole,Cole World: The Sideline Story,Work Out,2024-06-05 22:04,2wAJTrFhCnQyNSD3oUgTZO,,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,235320.0,4.0
Umitaro Abe,Cahier de musique / 音楽手帖,Scene I Kyoto,2024-06-04 5:55,0p8gAcPkDYgzcZZwAou12B,,0.199,0.138,2.0,-17.578,1.0,0.0373,0.756,0.7,0.0904,0.214,168.644,87693.0,3.0
Max Richter,Recomposed by Max Richter: Vivaldi The Four Seasons,Recomposed By Max Richter: Vivaldi The Four Seasons: Spring 1 - 2012,2024-06-04 5:51,4gmhjAsvL6c7se2PBh7dHw,,0.701,0.341,1.0,-12.26,0.0,0.0418,0.499,0.903,0.359,0.163,105.513,151507.0,3.0
Polo G,The Goat,Martin & Gina,2024-06-04 2:14,1VLtjHwRWOVJiE5Py7JxoQ,,0.832,0.534,1.0,-7.813,0.0,0.253,0.345,0.0,0.165,0.116,93.924,132833.0,4.0
A Boogie wit da Hoodie,Better Off Alone,Somebody (feat. Future),2024-06-04 2:11,27wHINa0EyMyU55WyiEV9l,,0.679,0.625,7.0,-5.836,1.0,0.126,0.00341,0.0,0.436,0.192,144.015,213360.0,4.0
Future,WE DON'T TRUST YOU,Cinderella,2024-06-04 2:08,0hKtu53OlIFXVuYkZwcn3o,,0.876,0.412,5.0,-7.74,0.0,0.0748,0.431,0.0,0.101,0.15,130.052,169840.0,4.0
Lil Tecca,We Love You Tecca,Did It Again,2024-06-04 2:06,4guBZjUyrGoHsTahO3IHdj,,0.686,0.561,10.0,-9.929,0.0,0.191,0.185,0.0,0.114,0.186,148.775,116240.0,4.0
