Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
SINNR,Sunday Morning,Cybele,2023-12-12 22:54,6J06IjicOssvnui7bDY8dq,,0.439,0.794,10.0,-11.955,0.0,0.0391,0.000783,0.109,0.187,0.771,199.824,138159.0,3.0
Kudo,love you two,cool winds,2023-12-12 22:52,2mpMZKy6Bo4y1DcXt9z8tN,,0.683,0.296,10.0,-16.827,1.0,0.0398,0.945,0.87,0.109,0.039,127.081,154961.0,4.0
nothingtosay,Introspective,For You,2023-12-12 22:49,4OhiEZwnPMMGQiaykNdi2f,,0.31,0.903,2.0,-5.717,0.0,0.0441,5.72e-05,0.000119,0.379,0.209,170.082,324253.0,4.0
nothingtosay,Introspective,Lazyness,2023-12-12 22:46,32toCLw4slZfvXOZIU2Fmz,,0.769,0.563,4.0,-6.972,1.0,0.0366,0.00465,3.24e-06,0.0965,0.839,86.149,182733.0,4.0
nothingtosay,Introspective,Far Away,2023-12-12 22:40,4wDRjNZTzSvbeyyN65Iv4z,,0.608,0.393,9.0,-11.895,1.0,0.0574,0.576,0.633,0.108,0.756,187.05,225664.0,4.0
nothingtosay,Introspective,I Can't Sleep,2023-12-12 22:38,5GjIZaVG3z9fE6pEpOV2Hn,,0.494,0.259,2.0,-15.953,1.0,0.229,0.681,0.902,0.118,0.0954,178.128,151018.0,4.0
nothingtosay,Introspective,I'll Follow You,2023-12-12 22:35,43c9woOdkBFiOfMpnPjf43,,0.616,0.122,6.0,-22.515,0.0,0.0523,0.404,0.938,0.103,0.0392,139.893,150866.0,4.0
nothingtosay,Introspective,Cleared Sky,2023-12-12 22:30,4AQVpG4ytdbRFUhyS2H8Jr,,0.501,0.729,1.0,-6.862,0.0,0.175,0.699,0.23,0.103,0.635,147.716,108395.0,4.0
Travis Scott,Birds in the Trap Sing McKnight,beibs in the trap,2023-12-12 16:50,0ESJlaM8CE1jRWaNtwSNj8,,0.743,0.571,7.0,-6.054,0.0,0.145,0.24,0.0,0.291,0.495,119.054,213863.0,4.0
Key Glock,Yellow Tape,Look At They Face,2023-12-12 16:21,5Otd4NFsyhjFKLkYgivIY8,,0.852,0.656,8.0,-6.737,0.0,0.377,0.000881,0.0,0.0886,0.838,168.002,165880.0,4.0
Lil Tecca,We Love You Tecca,Bossanova,2023-12-12 16:19,4ESyocZUQ3fOlCbNP6n17i,,0.717,0.493,5.0,-7.146,0.0,0.266,0.00578,0.0,0.156,0.258,139.833,123573.0,4.0
Quality Control,Quality Control: Control the Streets Volume 2,Baby (Lil Baby feat. DaBaby),2023-12-12 16:07,5MPPttjfGap2C6j6eKcO6J,,0.97,0.463,10.0,-7.259,1.0,0.366,0.0957,0.0,0.151,0.46,108.003,142417.0,4.0
MadeinTYO,Sincerely Tokyo,Chucky Cheese,2023-12-12 0:28,6b3P55qEXVr5YY7kBTSFaN,,0.89,0.542,10.0,-4.826,0.0,0.314,0.523,0.0,0.123,0.565,78.458,165293.0,4.0
Aminé,ONEPOINTFIVE,REEL IT IN,2023-12-12 0:13,2IRPBtxyymzRVZ069OkTZQ,,0.754,0.527,0.0,-7.77,0.0,0.24,0.459,0.0,0.145,0.627,120.211,203000.0,4.0
Drake,The Best in the World Pack,Omertà,2023-12-12 0:07,4s7QLoImIwmPi9L6dq1nVW,,0.568,0.56,9.0,-9.059,1.0,0.42,0.228,3.05e-06,0.39,0.246,130.019,308756.0,4.0
YFL Kelvin,Neva Lookin Back,Still Wit It,2023-12-11 23:52,3eCJVMSIrQ0pYilSRFiq11,,0.801,0.711,8.0,-4.803,0.0,0.122,0.0846,0.0,0.212,0.426,110.019,165267.0,5.0
Drake,Care Package,4PM in Calabasas,2023-12-11 23:48,1wFFFzJ5EsKbBWZriAcubN,,0.527,0.492,1.0,-9.774,1.0,0.279,0.0047,0.0,0.306,0.234,164.005,456934.0,4.0
Roddy Ricch,Out Tha Mud,Out Tha Mud,2023-12-11 23:38,4SWWe2OYC4mqf40Gc2RSdl,,0.926,0.454,6.0,-9.932,1.0,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002.0,4.0
Baby Keem,The Melodic Blue,durag activity (with Travis Scott),2023-12-11 23:34,4JJcP0Rv9AgyPD6ZGaC8EE,,0.89,0.701,0.0,-5.712,0.0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225020.0,4.0
Key Glock,Glockoma,Since 6ix,2023-12-11 23:32,0lOKsvuwUhu0a6ZEaviQ46,,0.916,0.625,2.0,-7.36,1.0,0.241,0.00317,0.0,0.0933,0.46,128.094,152693.0,4.0
Roddy Ricch,Feed Tha Streets II,Feed Tha Streets 2 (Intro),2023-12-11 23:27,4SWWe2OYC4mqf40Gc2RSdl,,0.926,0.454,6.0,-9.932,1.0,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002.0,4.0
Roddy Ricch,Feed Tha Streets II,Day One (Outro),2023-12-11 23:08,4SWWe2OYC4mqf40Gc2RSdl,,0.926,0.454,6.0,-9.932,1.0,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002.0,4.0
Roddy Ricch,LIVE LIFE FAST,paid my dues (feat. Takeoff),2023-12-11 22:52,61TWTSHcrFVgaRr6U4MKBs,,0.563,0.43,1.0,-10.958,1.0,0.244,0.186,0.000141,0.117,0.0382,131.991,162917.0,4.0
Roddy Ricch,Feed Tha Streets II,Nascar,2023-12-11 22:35,4SWWe2OYC4mqf40Gc2RSdl,,0.926,0.454,6.0,-9.932,1.0,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002.0,4.0
Roddy Ricch,Feed Tha Streets II,Can't Express,2023-12-11 22:18,1Nch1dTOPyrA2MCcQtlxb8,,0.601,0.635,10.0,-5.534,0.0,0.364,0.0162,0.0,0.164,0.325,161.759,168552.0,4.0
Roddy Ricch,Feed Tha Streets III,Stop Breathing,2023-12-11 22:02,6mM8gri8d2abYYomjOV4ut,,0.586,0.689,0.0,-6.04,1.0,0.425,0.0434,0.0,0.184,0.456,158.457,110707.0,4.0
Lil Skies,Life of a Dark Rose,Nowadays (feat. Landon Cube),2023-12-11 21:51,2u7mxWSeoqTXndK5e08jMp,,0.745,0.646,6.0,-6.987,0.0,0.17,0.157,0.0,0.338,0.46,79.993,203908.0,4.0
TOKYOPILL,VIRTUAL DEATH 9 5,Inject The Web,2023-12-11 19:47,4lcPHNyABVU8P6LzBhcvDo,,0.382,0.974,0.0,-8.15,0.0,0.221,0.0931,0.947,0.292,0.607,179.939,120000.0,1.0
Sugure Joka,breathe dear,breathe dear,2023-12-11 3:56,3w4CYwqtVnZ4WDcfK18BK5,,0.776,0.829,4.0,-8.517,0.0,0.151,0.096,0.705,0.0848,0.0416,124.784,82847.0,3.0
Mayo.,Premonition,Rebirth,2023-12-11 3:55,3kZpNeOs10S5mZaRd2oBC0,,0.203,0.618,1.0,-13.135,0.0,0.233,0.000704,0.963,0.111,0.342,70.992,78261.0,3.0
BLKSMIITH,「DIGITAL TWIN」,F R A G M E N T,2023-12-11 3:54,1w2JVwXoFWhjvh1Bh33Y8O,,0.277,0.892,9.0,-7.17,1.0,0.0447,0.000275,0.956,0.283,0.0385,113.139,278250.0,5.0
FlowerBoyDeMii,Runn3r_G1rrl,Runn3r_G1rrl (slowed and reverb),2023-12-11 3:39,1mQSZwBfBDZ2Bshp7ilaqN,,0.395,0.687,0.0,-10.709,0.0,0.0954,0.129,0.884,0.145,0.0319,134.591,99942.0,4.0
TOKYOPILL,S u r r e a l i t y,S u r r e a l i t y,2023-12-11 3:27,0A4W1mAnTMVnq4v6SEyAwa,,0.598,0.849,2.0,-4.09,1.0,0.0467,0.000806,0.000149,0.119,0.676,121.208,191667.0,4.0
uselet,don't cry emokid,life is meaningless but who cares?,2023-12-11 3:23,5WpkY4Z2Z1Oh2zgpXrKmr1,,0.339,0.959,1.0,-5.726,1.0,0.129,0.000125,0.874,0.115,0.229,179.924,96082.0,4.0
Black Balloons,dreamscape,EMERALD HANDS,2023-12-11 3:21,1JOpIfph9hQvSd3zjz9eXt,,0.485,0.952,10.0,-8.214,0.0,0.167,0.168,0.246,0.123,0.378,161.941,100741.0,4.0
Eden FM,Nu 2002,Nu 2002,2023-12-11 3:18,32Wy13eItx5ym93GYRpXWt,,0.553,0.562,6.0,-6.429,0.0,0.163,0.151,0.0,0.735,0.447,168.163,180001.0,4.0
hkmori,forever,deeply delusional,2023-12-11 3:14,0DArdqMGDQvAeKIIl3hLBX,,0.386,0.995,5.0,-0.382,0.0,0.255,0.115,0.943,0.115,0.112,180.203,154667.0,5.0
LucidBeatz,transcendent,transcendent,2023-12-11 3:12,6ZteWi8a57gu2RnO3yjY8K,,0.617,0.323,4.0,-15.085,0.0,0.0339,0.152,0.963,0.11,0.464,119.979,144005.0,4.0
TOKYOPILL,Welcome To The Wired!,Destroy The WIRED,2023-12-11 3:10,3eYm2RFINh8WD0I3R00Qrg,,0.374,0.83,1.0,-6.995,1.0,0.0743,0.00022,0.917,0.156,0.132,180.08,108000.0,4.0
DOWNHILL2k01,Butterfly Tetrad,Megablast,2023-12-11 3:09,4kSF9vv3i4IrMVew2uwMCs,,0.59,0.814,7.0,-7.496,1.0,0.0503,0.498,0.796,0.102,0.271,171.94,87212.0,4.0
hkmori,unrequited love,borderline,2023-12-11 3:05,2IXyOpgrRhdSfcvNM5bSwI,,0.286,0.915,10.0,-3.904,0.0,0.135,0.261,0.971,0.135,0.0671,150.397,151200.0,3.0
bliss3three,C3L3STIAL天の,C3L3STIAL_CITY,2023-12-11 3:04,3A65Lka539xAGXoNNAN1Bs,,0.471,0.76,10.0,-7.221,0.0,0.0667,0.516,0.953,0.57,0.62,97.987,68571.0,4.0
frxgxd,1.55347E+18,1.55347E+18,2023-12-11 3:02,52SCT6ImFklqEhH21lgErO,,0.696,0.736,7.0,-7.283,1.0,0.048,0.255,0.0,0.117,0.917,88.133,207427.0,4.0
TOKYOPILL,Abandon The Flesh !,Club Cyberia,2023-12-11 2:58,30DnockD2UyU4uiwlCjc9L,,0.503,0.883,6.0,-6.086,1.0,0.0412,0.00383,0.211,0.164,0.859,179.97,96000.0,4.0
hkmori,panic attack in bed,no self to kill,2023-12-11 2:56,3MySb7qMZI5Mlh5r7fSjpf,,0.649,0.991,0.0,-1.055,0.0,0.1,0.815,0.378,0.177,0.106,107.478,142884.0,5.0
WIV,FLOWERS,flowers,2023-12-11 2:53,3uG4ygD1bIP3YspJm9N4KO,,0.53,0.51,8.0,-11.053,0.0,0.187,0.596,0.0,0.0712,0.808,201.594,139813.0,4.0
hkmori,unrequited love,0xff,2023-12-11 2:47,4Xnuh5fEHbHpxI3leaQSLN,,0.757,0.779,9.0,-6.392,0.0,0.158,0.324,0.0,0.293,0.736,100.063,210000.0,4.0
TOKYOPILL,VIRTUAL DEATH 9 5,Heaven's ULTRA,2023-12-11 2:45,5Huz0XqzKFuDMlVo3ARnu6,,0.447,0.953,7.0,-7.08,0.0,0.115,0.638,0.021,0.23,0.203,159.959,100000.0,4.0
hkmori,panic attack in bed,we were perfect,2023-12-11 2:38,4lgBfXTbRfKWYUVC4gQ2yZ,,0.385,0.999,10.0,-0.269,1.0,0.272,0.261,0.403,0.0622,0.158,89.518,186275.0,4.0
hkmori,forever,hyperventilation,2023-12-11 2:31,1Nu0IjWrLriLhGmXgg22sA,,0.472,0.984,2.0,-2.298,0.0,0.27,0.191,0.872,0.133,0.182,97.818,88894.0,4.0
Eden FM,Escape DSi,Escape DSi,2023-12-11 2:29,4UYr7YaHyJrzZv4Kakhohr,,0.445,0.575,4.0,-15.08,0.0,0.0579,0.553,0.906,0.111,0.055,88.475,113902.0,4.0
Magic City Hippies,Hippie Castle EP,Fanfare,2023-12-11 1:10,30MzKx1Whc1SfJeDLWgakn,,0.585,0.62,1.0,-9.075,1.0,0.0521,0.0125,0.0164,0.135,0.728,80.021,264000.0,4.0
Mustard,Perfect Ten,Ballin' (with Roddy Ricch),2023-12-11 1:03,3QzAOrNlsabgbMwlZt7TAY,,0.809,0.545,7.0,-6.678,1.0,0.0734,0.392,0.0,0.151,0.244,97.008,180435.0,4.0
hkmori,angels always die,i wish i were asleep,2023-12-10 23:45,7lKnrcfiGxbrPGGJaSfXA1,,0.473,0.991,9.0,-2.649,1.0,0.327,0.528,0.725,0.06,0.343,170.252,185480.0,4.0
usedcvnt,ultraviolet,illusion of control,2023-12-10 23:39,3udJ8rrcyoJF1WKYXzvkWa,,0.467,0.975,8.0,-5.023,0.0,0.202,0.043,0.9,0.221,0.0376,174.008,147697.0,4.0
68+1,there is only one way out,there is only one way out,2023-12-10 23:36,4ME2YQNThxEW63fxojzHvN,,0.55,0.409,5.0,-12.702,0.0,0.0321,0.312,0.0,0.096,0.405,61.226,185827.0,4.0
Eden FM,Stay,Stay,2023-12-10 22:30,03nN3UQ1bdXFpFKq34PwFu,,0.491,0.631,5.0,-14.285,1.0,0.552,0.00451,0.906,0.309,0.185,175.043,166462.0,4.0
Akiba,...without me,いつか会いたい,2023-12-10 22:25,0PXdZbnjSdjy9mzifyx5l0,,0.606,0.739,11.0,-8.035,0.0,0.0291,0.184,0.0582,0.072,0.659,138.064,286907.0,4.0
SUIGETSU,U Haunt My Dreams,U Haunt My Dreams,2023-12-10 22:16,1D11iursBWrl6d1OmD829K,,0.433,0.901,6.0,-7.127,0.0,0.0433,0.00016,0.85,0.135,0.102,155.004,161032.0,4.0
WIV,I promise to be better,I promise to be better,2023-12-10 22:09,5mqEL5pgnDCcWtTWpAofIV,,0.62,0.85,9.0,-4.096,1.0,0.0327,0.00791,0.0,0.0769,0.715,107.982,176507.0,4.0
BLKSMIITH,you talk like someone else,you talk like someone else,2023-12-10 6:18,66vKRE9gzMvA75sJ18QXBn,,0.49,0.785,2.0,-10.523,1.0,0.0395,4.48e-05,0.938,0.292,0.0829,164.97,171636.0,4.0
Ky akasha,Memory Within A Dream,You've Forgotten How,2023-12-10 6:18,70JmFJogn8jWULnjbTc7xM,,0.734,0.905,9.0,-4.485,1.0,0.108,0.00119,0.0,0.119,0.428,115.005,160696.0,4.0
GNB CHILI,Basement Popstar,Blazing in the Dark,2023-12-10 3:39,5FsQWqcT6BA5DGRydlhIsN,,0.677,0.674,2.0,-6.184,1.0,0.042,0.0382,0.000999,0.0951,0.899,145.634,144360.0,4.0
kyu,Dreamscapes,The Last Time,2023-12-10 1:43,72wehM3q2RVZb4XLmAkyTr,,0.67,0.889,1.0,-8.674,0.0,0.0441,0.387,0.000607,0.337,0.486,110.015,217091.0,4.0
Bert,offline,two moons,2023-12-10 1:40,2CFby6Fc1X7A6RblQKa7hA,,0.527,0.489,9.0,-9.254,1.0,0.0536,0.57,0.129,0.128,0.96,81.55,117027.0,4.0
blurred figures,finding comfort,snowfall,2023-12-10 1:36,7A5bb5lFySrohhjVJSujqr,,0.787,0.217,0.0,-18.858,1.0,0.0475,0.972,0.859,0.0708,0.276,136.158,144706.0,4.0
Tom Doolie,Naoko,Circuit,2023-12-10 1:34,5jYojT5SBcLIJNJonXwvRM,,0.675,0.406,1.0,-8.714,1.0,0.0449,0.502,0.877,0.157,0.478,79.959,121427.0,4.0
Glimlip,Cozy Winter,Ebs and Flows,2023-12-10 1:32,2YhozFf0D5wp14UWM3VvGq,,0.764,0.217,6.0,-12.065,1.0,0.0986,0.81,0.836,0.11,0.332,78.007,98846.0,4.0
Mila Coolness,Silent River,Balance,2023-12-10 1:30,7DB6xeFB9YZ02oRs6MqqnJ,,0.471,0.12,8.0,-17.322,0.0,0.0365,0.938,0.013,0.134,0.263,137.13,139667.0,4.0
Speechless,Future Feelings,After Thought,2023-12-10 1:19,3GJ4hzg4lrGwU51Y3VARbF,,0.616,0.438,1.0,-5.968,1.0,0.0298,0.356,0.0,0.24,0.386,135.929,213387.0,4.0
Miramare,Azure Blue,Down The Port,2023-12-10 1:17,2ABGvp4kxOCN6cahYSHOg2,,0.695,0.549,8.0,-10.354,0.0,0.0356,0.254,0.000272,0.0944,0.202,105.975,228093.0,4.0
Chiccote'S Beats,Illusion,Back,2023-12-10 1:12,5RrJCusmR1J54b5ivqdWIu,,0.404,0.446,11.0,-16.982,0.0,0.0352,0.857,0.885,0.0845,0.474,136.242,590867.0,4.0
nothingtosay,Cold Thoughts,Reflection,2023-12-10 1:10,0aZ00bASQBIz6MmnH9rjdt,,0.623,0.17,0.0,-21.361,0.0,0.0528,0.921,0.912,0.0972,0.412,144.024,146675.0,4.0
L'outlander,Homeland,Homeland,2023-12-10 1:08,2uqy4BqwbKW4i7PXTcCY0z,,0.58,0.559,0.0,-7.405,0.0,0.0937,0.659,0.764,0.143,0.198,88.95,34777.0,4.0
Bhxa,Ayla,Ayla,2023-12-10 1:06,7E3gqQUdmokxYRF6nPIqai,,0.69,0.0687,11.0,-21.329,0.0,0.0743,0.929,0.861,0.366,0.0636,74.972,108800.0,4.0
G Mills,Tranquility,Sublimation,2023-12-10 0:59,2zeAo1ddhjm1TioD77dDSV,,0.467,0.885,9.0,-8.226,0.0,0.0446,0.0181,0.0,0.364,0.452,94.397,188133.0,4.0
dryhope,Kenopsia,Childhood Home,2023-12-10 0:53,7oDBM4YFPyCzaVvBMcpdZM,,0.516,0.818,11.0,-12.718,1.0,0.93,0.735,0.0,0.72,0.731,90.046,62583.0,5.0
HM SURF,Cocobolo,Sugar Haze,2023-12-10 0:50,2WS2N8wgs9Drd5MNJLJxkf,,0.935,0.646,5.0,-6.325,1.0,0.205,0.122,0.0,0.112,0.696,121.034,119920.0,4.0
Chiccote'S Beats,Illusion,Timeless,2023-12-10 0:41,2HlxCQ2UBNTtla22b0n3ps,,0.559,0.0683,6.0,-22.305,1.0,0.0419,0.913,0.947,0.0566,0.0857,77.997,138462.0,4.0
Ambulo,Polar,Intentions,2023-12-10 0:30,7nDPdRP95iWpbjiU32cQxS,,0.225,0.053,7.0,-29.186,1.0,0.0337,0.989,0.908,0.216,0.109,184.115,135279.0,3.0
Lil Mosey,Certified Hitmaker,Blueberry Faygo,2023-12-09 22:59,6wJYhPfqk3KGhHRG76WzOh,,0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,162547.0,4.0
Phantogram,Voices,Fall in Love,2023-12-09 19:55,7bF1KULdh0qwK94lndNb5C,,0.337,0.859,2.0,-3.189,0.0,0.106,0.0484,0.0,0.196,0.265,188.039,224253.0,4.0
Generationals,Heza,Put a Light On,2023-12-09 18:26,1M8HqdQbTxkUn1NaY6329V,,0.687,0.772,1.0,-4.462,1.0,0.0291,0.0565,0.0001,0.0602,0.493,100.01,224933.0,4.0
Coast Modern,Coast Modern,Wild Things,2023-12-09 18:07,7wiWVI2qJ3JuHtbFBxTlVY,,0.532,0.587,8.0,-8.732,0.0,0.0633,0.601,0.0059,0.961,0.371,79.03,214667.0,4.0
OneRepublic,Waking Up,Secrets,2023-12-09 17:07,1NhPKVLsHhFUHIOZ32QnS2,,0.516,0.764,2.0,-6.223,1.0,0.0366,0.0717,0.0,0.115,0.376,148.021,224693.0,4.0
The Alchemist,Yacht Rock 2,Tropical Storm Lenny (feat. Action Bronson),2023-12-09 7:25,59OzzlZ0CaIp7BONONcWDr,,0.603,0.638,1.0,-7.798,1.0,0.461,0.457,6.8e-06,0.665,0.61,74.196,85920.0,4.0
Mike,May God Bless Your Hustle,Hunger,2023-12-09 7:14,4NCWqyJW2460aGgt6YYAJt,,0.389,0.631,10.0,-7.485,1.0,0.083,0.875,0.0,0.392,0.603,137.324,69957.0,4.0
The Alchemist,This Thing Of Ours,TV Dinners (feat. Boldy James & Sideshow),2023-12-09 7:11,706NuVviwPA1BBI2XkDui5,,0.552,0.585,11.0,-9.332,1.0,0.105,0.665,0.0,0.192,0.538,89.135,177373.0,4.0
Messiah!,DEADMAN,BEACON TALK,2023-12-09 7:10,7laFiF6XyOWQ3yeK4ZWG5H,,0.44,0.428,1.0,-10.798,1.0,0.284,0.585,3.48e-06,0.269,0.544,169.647,71028.0,4.0
Osaka,REQUIEM,Forlorn,2023-12-09 6:31,42axKPJNI1hDHe0leTehhL,,0.226,0.512,9.0,-12.225,1.0,0.0375,0.411,0.904,0.161,0.0401,70.013,134733.0,4.0
Vamppire!,twisted fate,Hero!,2023-12-09 6:29,779ooI3rBd0CLqCiiJmtVo,,0.427,0.843,4.0,-4.54,1.0,0.0364,0.00216,0.0,0.179,0.304,147.387,200480.0,3.0
ranemaker,16 pads v2,Loopflip#Twentyfive,2023-12-09 6:28,7slqgSZUP6aJUXrvXVaH8A,,0.604,0.426,8.0,-10.578,0.0,0.0835,0.852,0.635,0.122,0.723,169.828,61059.0,4.0
SAGEISKAMI,ASHES OF GHOST$,BLOOD X,2023-12-09 6:25,4s0wX54NOFSOWqbMcNjHhP,,0.487,0.659,2.0,-12.979,1.0,0.0593,0.00125,0.912,0.0792,0.532,171.927,52381.0,4.0
Enkei,i want you i need you i miss you.,i want you i need you i miss you.,2023-12-09 0:04,0q1RTvTKU5aMaRp5LKE2cy,,0.483,0.805,7.0,-5.616,0.0,0.0315,0.00221,0.874,0.109,0.0662,165.002,232780.0,4.0
Enkei,chlorine puppet - route B,akaru,2023-12-08 23:49,4OR8U9XAyneosgscLLPhPk,,0.409,0.587,2.0,-14.242,0.0,0.0384,0.00037,0.848,0.0849,0.0341,160.024,84004.0,4.0
Nakedleisure,wasteland.,cyberia cafe,2023-12-08 23:46,1k0zO0pVyzp1ijDQdUea0T,,0.653,0.712,1.0,-10.724,1.0,0.16,0.265,0.96,0.314,0.413,168.14,165781.0,4.0
Nakedleisure,ur perfume,ur perfume,2023-12-08 23:43,7DZw8f9Os4GWDDZ8tqfpic,,0.368,0.52,10.0,-14.606,1.0,0.0378,0.00099,0.68,0.0818,0.0402,149.685,155013.0,4.0
68+1,no pressure,no pressure,2023-12-08 23:41,07U6nVv1AQrIw337zpH9xw,,0.655,0.818,7.0,-4.719,1.0,0.17,0.235,0.0,0.417,0.655,90.705,251653.0,4.0
Vincent Diamante,Sky (Original Game Soundtrack) Vol. 1,Waltzing in the Rain,2023-12-08 23:23,3lv1OMbvmODFykWOboFSKt,,0.229,0.102,0.0,-20.682,0.0,0.0443,0.945,0.788,0.103,0.0395,80.392,156181.0,4.0
Umitaro Abe,The Gardens -Chamber Music for Clematis No Oka-,Hiraku,2023-12-08 23:21,6RyBAjFYyOy7Z4Th5IFhBi,,0.399,0.201,2.0,-19.881,1.0,0.0426,0.985,0.95,0.138,0.156,103.248,107200.0,3.0
Hemio,Love Does Soul Like Water on Withered Soil,Spring Rain (Love Does Soul Like Water on Withered Soil),2023-12-08 23:18,2YGdtj5d9SGFMpPxmuo4C4,,0.583,0.87,8.0,-3.448,1.0,0.0475,0.181,2.16e-06,0.334,0.535,97.967,158665.0,4.0
Umitaro Abe,Cahier de musique / 音楽手帖,Moments Musicaux - Prelude,2023-12-08 23:01,3VNLNAiudAJ7iJRyav3jSM,,0.49,0.00626,6.0,-24.13,1.0,0.081,0.995,0.64,0.0984,0.189,71.143,86547.0,4.0
Invadable Harmony,Longing,We Will Meet Again,2023-12-08 22:41,3Ii6cjiPL8iNh6KNmirTqf,,0.307,0.0718,9.0,-23.261,0.0,0.0393,0.975,0.801,0.0983,0.101,74.294,70178.0,4.0
Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee Lil Wayne Offset),2023-12-08 21:30,39MK3d3fonIP8Mz9oHCTBB,,0.591,0.5,11.0,-6.206,0.0,0.0529,0.22,0.0,0.175,0.201,145.819,231747.0,4.0
Mikkerj,Songs from a forgotten world,Lost kingdom,2023-12-08 20:32,5e3CDvu1fc3H07H4qf6vhu,,0.512,0.347,2.0,-17.203,1.0,0.0406,0.948,0.694,0.103,0.211,115.016,83576.0,4.0
swimswim,Don't Hurt Me,I'm Tired of All These Bad Dreams,2023-12-08 20:14,2TmTw27hpYTqSuNV8Fysnd,,0.426,0.74,1.0,-14.213,0.0,0.0453,0.0522,0.893,0.138,0.238,175.879,92530.0,4.0
Yung Lain,Borrowed Love,Come Let's Watch The Rain,2023-12-08 20:12,2rxUnZsfZAIuQ9vKO24Ute,,0.237,0.921,9.0,-5.533,1.0,0.0956,0.0113,2.7e-05,0.43,0.503,108.185,220538.0,4.0
BLKSMIITH,「DIGITAL TWIN」,SR20DET,2023-12-08 20:03,1w2JVwXoFWhjvh1Bh33Y8O,,0.277,0.892,9.0,-7.17,1.0,0.0447,0.000275,0.956,0.283,0.0385,113.139,278250.0,5.0
crxw,vile dissonance,home feels so empty,2023-12-08 20:01,02wJ5FwtWGHP7SIKLPtdAR,,0.51,0.167,2.0,-14.925,0.0,0.0386,0.89,0.939,0.113,0.257,129.987,107155.0,3.0
WIV,overload,overload - slowed,2023-12-08 19:59,3NJ9glRP2yVJO700hcNZM5,,0.626,0.73,7.0,-2.65,0.0,0.0954,0.000303,9.16e-06,0.29,0.347,145.075,136334.0,4.0
Bert,offline,breezehome,2023-12-08 19:32,7DWc3L6WNu5Np9G6wq6wol,,0.398,0.752,4.0,-11.809,1.0,0.049,9.61e-05,0.863,0.251,0.755,96.537,167867.0,4.0
Chiccote'S Beats,Illusion,Illusion,2023-12-08 19:29,30CbTgmtfeCFCWBgzil9b6,,0.543,0.0493,11.0,-20.202,0.0,0.0392,0.926,0.953,0.109,0.207,79.962,144000.0,4.0
HM SURF,Cocobolo,It's Chronic,2023-12-08 19:27,3qK3wCTourOvpB7n6vGVQ3,,0.556,0.141,10.0,-24.986,0.0,0.058,0.952,0.922,0.105,0.279,76.979,125142.0,4.0
mavine,Inference,Slow Down,2023-12-08 19:26,3mLxLTdDQI1busiOfp4C2J,,0.761,0.864,1.0,-6.964,1.0,0.0537,0.274,0.837,0.213,0.761,104.667,165653.0,4.0
G Mills,Tranquility,Sunshower,2023-12-08 19:23,7vtHyfbb8ohBxWCTxZmGCA,,0.506,0.533,7.0,-6.063,1.0,0.0279,0.621,1.41e-06,0.158,0.175,150.922,354120.0,4.0
Ambulo,in Orbit,in Orbit,2023-12-08 19:19,3TO91bMajssgO6UjBh5yHx,,0.585,0.287,4.0,-11.142,0.0,0.0662,0.893,0.939,0.113,0.121,79.119,126076.0,4.0
Boys Hotel,Night Walk,Night Walk,2023-12-07 19:42,6RWneGNqbAPGtrVsKjrIFS,,0.649,0.739,2.0,-9.193,1.0,0.03,0.0495,0.0,0.121,0.967,154.574,221847.0,4.0
SAGEISKAMI,1 LAST KI$$,1 LAST KI$$,2023-12-07 18:39,1BojCMuoi6vjkrxHAt0rBg,,0.357,0.538,4.0,-17.769,1.0,0.114,0.912,0.389,0.113,0.328,112.204,278968.0,4.0
PinkPantheress,Passion,Passion,2023-12-07 18:36,4S4QJfBGGrC8jRIjJHf1Ka,,0.829,0.617,1.0,-8.497,1.0,0.14,0.227,0.00306,0.0618,0.81,125.605,98544.0,4.0
young mooski,6am (TOKYOPILL Remix),6Am (TOKYOPILL Remix),2023-12-07 8:14,1SrgrhsQBQgYgVtWbG68ih,,0.335,0.871,1.0,-8.869,1.0,0.33,0.00644,0.873,0.109,0.287,84.977,128914.0,4.0
usedcvnt,ultraviolet,pls tell me what is ur dream,2023-12-07 8:12,0BNxkNtK2OyfZyMsELSxMF,,0.378,0.66,8.0,-13.659,1.0,0.0372,0.324,0.956,0.108,0.204,170.027,158132.0,4.0
usedcvnt,ultraviolet,kittens,2023-12-07 8:09,1lwd19mFdTPg1XOQpoefWI,,0.544,0.831,1.0,-10.132,0.0,0.0451,0.0107,0.973,0.0905,0.16,180.056,149545.0,4.0
