Artist,Album,Song,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Intjay,Hidden Faces,Hidden Faces,2dPqLwy5N6qg7ASzwjX834,0.858,0.6,4,-6.826,0,0.157,0.102,0,0.126,0.479,137.939,154565,4
septober,Yesterdaze,yesterdaze,4vg3Ehgdjincz8XFDI7G4A,0.726,0.602,0,-5.702,0,0.0397,0.15,0,0.0806,0.69,105.987,149186,4
Moon Mullins,10 Miles to Tilden,Under a Parasol,3Hw3d5ZeyoMq03EvidE1zI,0.161,0.361,0,-13.491,1,0.0308,0.793,0.965,0.192,0.338,137.245,155500,3
septober,Eve,Eve,74njazGdnO2igjEkb0mGiy,0.423,0.79,4,-8.161,1,0.0336,0.000734,0.0084,0.308,0.797,113.878,168067,4
Skyswimming,Moonlight // Back in Time,Moonlight,6G0NzOx2jEPFsSmhr9N8Ys,0.566,0.385,7,-11.272,1,0.0304,0.796,7.63E-06,0.103,0.571,114.227,258067,4
9ick,Distant Sunset,Distant Sunset,5G0RFai2exLsIrcvqmVn8f,0.418,0.838,0,-4.477,1,0.0725,0.0118,0,0.147,0.253,151.962,176842,4
Sweven,On the Passage of Time,Evanescent,663Karu2rvKLdnY0eo1n3M,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,214707,4
Steve Nguyen,Eclipse,Eclipse,1tDWVeCR9oWGX8d5J9rswk,0.359,0.577,10,-10.804,1,0.0397,0.0589,0.751,0.0686,0.141,68.064,130429,4
Howtodie,equator,equator,1CsMuJeMzRqNgS7G0fo1Gv,0.692,0.378,11,-12.671,0,0.0308,0.596,0.11,0.134,0.4,123.658,232027,4
Charmer & Klay,Reflections,Hanks Lake,3pIh9pn55Y17CkDbAHVL3y,0.668,0.743,7,-7.922,1,0.0422,0.0207,0,0.16,0.927,121.456,233933,4
nate2timez,Dream Catcher,hidden in plain view,53QUALdohJ44KFa5K5U2Md,0.696,0.569,9,-8.426,1,0.167,0.0309,0.000126,0.116,0.376,130.431,125185,4
Charmer & Klay,Reflections,Woolsox,4eaxZbDRf0mKdULiKdqLFf,0.418,0.9,0,-5.325,1,0.0614,0.059,2.87E-06,0.0617,0.369,132.558,168375,4
Charmer & Klay,Quiet Night,Quiet Night,3Yahrb4joLsIIdUSqyHJZ4,0.639,0.555,7,-9.873,1,0.0414,0.213,0.816,0.336,0.726,83.479,221640,4
Nobuddy,nobuddy's buddies vol. 1,sands,7N23S03uuBwh23dTfywMdG,0.627,0.294,5,-13.118,1,0.0321,0.474,0.96,0.103,0.524,79.911,57000,4
Kewlie,Little Green Tree,Little Green Tree,5mOFSMCqvnmURwCPdpFg9R,0.744,0.0296,9,-21.13,1,0.0977,0.933,0.943,0.094,0.0632,134.008,146824,4
FRAD,homecoming,homecoming,1vW12BfxjOQKYElBm9ttW9,0.648,0.775,5,-4.798,1,0.0694,0.0561,0,0.444,0.371,128.072,217266,4
kurt stewart,everything is so green this time of year,april showers,0kn9QwZW8Ow9eTuZgxVEz8,0.607,0.328,10,-7.824,1,0.0305,0.875,0,0.138,0.396,124.041,228387,4
Maxx,hexa,hexa,6BWIrKTvVD1w1zB1WhbRmP,0.109,0.0081,11,-33.199,0,0.0327,0.958,0.846,0.106,0.118,178.874,149333,5
V i V,tea rose,tea rose,3SXz0Ay76V9GyhbXXbG4JM,0.335,0.914,2,-7.962,1,0.0813,0.0996,0.024,0.181,0.0764,96.847,205160,4
kurt stewart,everything is so green this time of year,waterfront,7MTX3vevnm41xuEoPxWT3j,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,400067,4
wltv,Bodhi,Bodhi,5vF3Qz3kOyR7Ki9QKdlSDU,0.558,0.212,2,-19.061,1,0.449,0.911,0.915,0.142,0.538,117.385,120804,4
Charmer & Klay,Pink Drink,Pink Drink,3iBbRE7Oqe2IWrTXggqOau,0.608,0.621,8,-10.514,1,0.0328,0.667,0.316,0.16,0.813,79.986,239036,4
Golden Soul,Cozy,Cozy,4HHOEMAEvtWDdc3IMd2fye,0.58,0.0163,7,-27.373,1,0.0499,0.985,0.903,0.0657,0.21,81.767,134507,3
Charmer & Klay,Orange Blossom,Orange Blossom,7nn69iUnrpfy1UiB5V2sLC,0.334,0.488,0,-9.35,1,0.05,0.358,9.74E-06,0.0913,0.13,156.857,160683,4
Nobuddy,puget sound ferry,puget sound ferry,4QkvD53COA5qLA7rQ1Pa7D,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,140440,4
Rebecca Mardal,Beat Queens Season 1,Synchronicity,73fMWq7ggL8qinVXmvyAiN,0.404,0.2,6,-19.38,1,0.0537,0.977,0.864,0.0952,0.165,137.245,197029,4
Beatmund Noise,Tripiatella,Tripiatella,27BkLwXzB9UGcsaDJDLMHB,0.295,0.244,2,-15.388,0,0.0357,0.876,0.925,0.149,0.236,178.246,116960,4
Clowntopus,Damaged Headphones,Damaged Headphones,5X5wkmwPA1rQwtBdh2SNTv,0.366,0.848,11,-10.575,0,0.157,0.000506,0.476,0.12,0.162,92.172,332467,4
Nobuddy,nobuddy's buddies vol. 1,i'm still sorry,4QkvD53COA5qLA7rQ1Pa7D,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,140440,4
Slone,Away,Finally Home,0K7JxOMOrnq8JPHIcc3dow,0.662,0.854,1,-2.934,0,0.0509,0.0416,0.000886,0.757,0.723,144.737,245640,4
Intjay,Ludo,Ludo,251qcEYCcNEfdF5HVMoxRz,0.759,0.492,10,-4.456,1,0.0325,0.858,0,0.0723,0.454,140.23,221188,4
wltv,supermoon,supermoon,4krA0B33Vur7khDj2TuZdb,0.503,0.128,5,-21.657,1,0.0342,0.895,0.888,0.103,0.507,100.053,96450,4
Gnossienne,Keep Going,Keep Going - Instrumental,7sngGkJXISqV4sTpb8iVyK,0.333,0.0702,0,-29.102,0,0.0287,0.979,0.936,0.109,0.188,85.58,159837,4
SINNR,so much more,so much more,4PcWmwzAaLCPRgJSq0uZEo,0.6,0.788,9,-10.502,1,0.0503,0.00208,0.82,0.115,0.321,134.011,338053,4
Antonius B,Gaze At The Stars,Gaze At The Stars,2qbFPH5Ik5TVQoJPzFDfpP,0.249,0.209,3,-15.663,1,0.0357,0.917,0.000723,0.116,0.122,113.42,187027,4
Martin $ky,Aquariaura,Aquariaura,4Nk7Mof1w4q2vk160DYEoc,0.251,0.118,6,-22.077,0,0.0346,0.898,0.93,0.0988,0.049,139.688,123536,4
Math-Mic,I bet it would,I bet it would,3gRlmtdCyNoKiyozn2pqc9,0.753,0.749,1,-6.132,0,0.316,0.0285,0,0.0845,0.832,93.79,246440,4
ultmt.,✨,✨,2oSpQ7QtIKTNFfA08Cy0ku,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,246933,4
Nydia,sun sp☼ts,sun sp☼ts,7htBCHAVRMp4zlYEpSnX3H,0.614,0.0943,8,-16.901,0,0.0487,0.00259,0.768,0.114,0.234,180.001,139207,4
Louis Hawk,why do we dream?,why do we dream?,21EszlvwsfCmeftltV4CM5,0.592,0.61,9,-8.777,0,0.168,0.146,3.63E-05,0.252,0.632,168.238,172160,4
Slowheal,Neverending Dream,Neverending Dream,4sHwY7Y2tBvfMQMRlwsUwa,0.301,0.54,2,-6.765,1,0.0563,0.00306,0,0.338,0.102,142.349,166560,4
Nobuddy,nobuddy's buddies vol. 1,saturday morning,4QkvD53COA5qLA7rQ1Pa7D,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,140440,4
Mondo Loops,Nocturnal Dreams,Nocturnal Dreams,0fXFhXwfA4ngExLjYHHhul,0.581,0.19,7,-14.917,1,0.0957,0.956,0.916,0.111,0.814,77.033,101299,4
Charmer & Klay,3 Day Weekend,Cucumber Water,7xk4j0kqSauZEGmTChMU6B,0.57,0.226,0,-14.484,1,0.0435,0.762,0.828,0.0984,0.159,74.819,98400,4
kalako,Kaleidoscope,Kaleidoscope,3Klr1PSaXWPUc9rkX6Qa83,0.909,0.419,9,-10.422,0,0.396,0.22,0,0.223,0.522,110.012,177818,4
Kayba,missed,missed,7CC6UbCs4iGsePSzFxYxNn,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62E-05,0.272,0.254,162.351,156091,4
1 Trillion Monthly Listeners,A Quick Sip,Cinnamon,3ezrYo7bxhLyjlzddXpPKl,0.441,0.149,0,-21.272,1,0.0423,0.933,0.892,0.112,0.198,82.996,56471,5
People!Place!,Little Sleepwalker,Little Sleepwalker,0Y2i84QWPFiFHQfEQDgHya,0.462,0.996,11,-2.973,0,0.231,5.80E-05,0.00377,0.139,0.145,122.072,215600,4
Charmer & Klay,Reflections,Grapefruit,3sTDXasmL4jinydYwX8ybZ,0.454,0.181,0,-18.146,1,0.164,0.989,0.874,0.0991,0.304,78.358,60769,3
Nobuddy,empty streets,empty streets,4QkvD53COA5qLA7rQ1Pa7D,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,140440,4
∆nkle,corner store,corner store,60EwBEwMlU8E5CfupA3QtD,0.477,0.94,0,-5.562,1,0.0412,0.227,0.000175,0.292,0.687,92.612,149253,4
Learbvicks,luminance I,luminance I,71UndZWWsJtMRoelzUgNIA,0.571,0.704,6,-5.323,1,0.406,0.0709,0,0.131,0.361,83.006,173642,4
JaeVii,The Frequency Tape,Dawn,09QQ2kuC7phClXkMJ3cSTO,0.585,0.0712,7,-23.812,1,0.0305,0.904,0.934,0.0956,0.164,75,83200,4
Speechless,Golden Gardens,Golden Gardens,7q7jyVU0f0hnod8tsaUmxg,0.631,0.44,1,-5.948,1,0.028,0.328,0,0.239,0.418,136.033,212745,4
Chief.,in the meantime,backyard,5FArNjfGgECpqKyWeY7UNW,0.587,0.316,0,-8.231,1,0.035,3.16E-05,0.000519,0.18,0.14,74.954,142472,4
joe nora,Stargaze,Stargaze,1nDIoL59IWdzirFbHBFbK2,0.693,0.405,6,-12.455,1,0.069,0.429,0.646,0.142,0.388,78.158,160000,4
Charmer & Klay,Quiet Night,Dusk,4QMA0ghVC0v4qyY4ftaPuI,0.62,0.623,8,-9.675,0,0.0403,0.0149,0.00201,0.197,0.255,89.051,284133,4
septober,Furrow,Furrow,5K9W2clr01zZZVu80avRLA,0.361,0.129,10,-18.229,1,0.0341,0.848,0.529,0.128,0.299,180.64,261090,3
Behind Clouds,The Beauty of New Life,Setting the Clocks Forward,0u6pdKmx8BrSeDmMazAy35,0.789,0.0885,6,-22.996,1,0.08,0.977,0.939,0.113,0.269,143.134,111500,3
Sweven,cumulus clouds,cumulus clouds,0a3OncBmvyH15J54mxPgpz,0.504,0.412,7,-9.249,0,0.0358,0.258,0.726,0.0987,0.749,79.235,179440,4
